bik	tl
An siisay man na yaon ki Cristo, saro nang bagong linalang; an daan nakalihis na, an bago nagdatong na.	Kaya't kung ang sinuman ay na kay Cristo, siya'y bagong nilalang; ang mga lumang bagay ay lumipas na, tingnan ninyo, ang lahat ay naging bago.
Ini gabos gibo nin Dios, na nakiolian sato huli ki Cristo, asin nagtao sato kan ministeryo nin pakipag-olian.	Lahat ng ito ay mula sa Diyos, na tayo'y pinagkasundo niya sa kanyang sarili sa pamamagitan ni Cristo, at ibinigay niya sa amin ang ministeryo ng pakikipagkasundo.
Ginibo nin Dios, sa paagi ni Cristo, na makipag-olian saiya an gabos na tawo; liningawan niya an mga kasalan ninda. Kami an pinaniwalaan niya kan mensaheng ini nin pakipag-olian.	Samakatuwid, kay Cristo ay pinagkasundo ng Diyos ang sanlibutan at ang kanyang sarili, na hindi ibinibilang sa kanila ang kanilang mga kasalanan, at ipinagkatiwala sa amin ang salita ng pakikipagkasundo.
Kaya, nagtataram kami ngunyan para ki Cristo na garo an Dios mismo an nakikiolay saindo sa paagi mi. Nakikimaherak kami saindo sa ngaran ni Cristo na makipag-olian na kamo sa Dios.	Kaya't kami ay mga sugo para kay Cristo, yamang ang Diyos ay nananawagan sa pamamagitan namin. Kami'y nananawagan sa pangalan ni Cristo, na kayo'y makipagkasundo sa Diyos.
Mayo lamang nin kasalan si Cristo, alagad huli sato idinamay siya nin Dios sa satong mga pagkakasala tanganing sa pakisumaro saiya, magkaigwa kita kan katanosan nin Dios.	Para sa ating kapakanan, ginawa niyang may kasalanan siya na hindi nakakilala ng kasalanan, upang sa kanya tayo'y maging katuwiran ng Diyos.
Kaya bilang mga kaiba sa paglingkod sa Dios, nakikimaherak kami saindo, na mga nag-ako kan biyaya nin Dios na dai nindo iyan pagsayangon.	Yamang gumagawa kaming kasama niya, nananawagan din kami sa inyo na huwag ninyong tanggapin ang biyaya ng Diyos nang walang kabuluhan.
An Dios nagsasabi:	Sapagkat sinasabi niya,
“Dinangog taka sa tamang panahon,	“Sa panahong kanais-nais ay pinakinggan kita,
tinabangan taka sa aldaw nin kaligtasan.”	at tinulungan kita sa araw ng kaligtasan.”
Maghinanyog kamo! Ngunyan an tamang panahon; ngunyan an aldaw nin kaligtasan!	Ngayon na ang panahong kanais-nais; ngayon na ang araw ng kaligtasan.
Naglilikay kaming makagibo nin anoman na ikakaolang nin siisay man, tanganing mayong makapagtaram nin maraot dapit kan samong ministeryo.	Hindi kami naglalagay ng katitisuran ng sinuman, upang walang kapintasang matagpuan sa aming ministeryo.
Kundi ipinapahiling mi sa gabos ming ginigibo na mga sorogoon kami nin Dios sa paagi kan samong pakatagal sa panahon nin kasakitan, mga kapawotan, asin mga kahorasaan;	Kundi, bilang mga lingkod ng Diyos, ipinagkakapuri namin ang aming sarili sa lahat ng mga bagay, sa pamamagitan ng maraming pagtitiis, mga kapighatian, mga kahirapan, mga paghihinagpis,
sa panahon na kami hinampak, binilanggo, saka pinagsururogan; sa panahon nin pagtrabaho, sa pagpuka asin pagkagutom.	mga pagkabugbog, mga pagkabilanggo, mga kaguluhan, mga paggawa, mga pagpupuyat, mga pagkagutom,
Ipinahiling mi man na mga sorogoon kami nin Dios sa paagi kan samong kabinian, pakasabot, pagkamatinios asin pagkamaboot; siring man sa paagi kan Espiritu Santo, kan samong dalisay na pagkamoot,	sa kalinisan, kaalaman, pagtitiyaga, kagandahang-loob, kabanalan ng espiritu, tunay na pag-ibig,
kan samong paghulit kan katotoohan, saka kan kapangyarihan nin Dios. An katanosan an ginagamit ming armas sa too asin sa walang kamot.	makatotohanang pananalita, kapangyarihan ng Diyos, sa pamamagitan ng mga sandata ng katuwiran sa kanang kamay at sa kaliwa,
May panahon na inoomaw kami dangan may panahon na sinosopog; may panahon na pinapakaraot kami, may panahon man na inooyonan. Ibinibilang kaming mga putikon, maski totoo an pinagtataram mi;	sa pamamagitan ng karangalan at kasiraang-puri, sa pamamagitan ng masamang pagkakilala at ng mabuting pagkakilala. Itinuring kaming mga mandaraya, gayunma'y matatapat,
mga dai midbid, alagad bantog; mga naghihingagdan, alagad buhay; mga pinadusahan, alagad dai nagadan;	waring mga hindi kilala, gayunma'y kilalang-kilala, tulad sa naghihingalo, at narito, kami ay buháy; gaya ng mga pinarurusahan, subalit hindi pinapatay;
mga mamondo, alagad danay na maogma; mga dukha, alagad dakul an pinapayaman; mga mayo nin anoman, alagad igwa nin gabos na bagay.	tulad sa nalulungkot, gayunma'y laging nagagalak; tulad sa mga dukha, gayunma'y pinayayaman ang marami, gaya ng walang pag-aari, gayunma'y mayroon ng lahat ng bagay.
Namomotan kong mga taga Corinto, hayag kaming magtaram saindo; bukas an samong puso.	Ang aming bibig ay bukas para sa inyo, mga taga-Corinto, ang aming puso ay pinalawak.
Mayo kaming tinatago saindo; kamo an may tinatago samo.	Kayo ay hindi namin hinihigpitan, subalit kayo ay hinihigpitan ng sarili ninyong damdamin.
Nagtataram ako saindo na garo kamo mga aki ko. Bukasan man nindo an saindong mga puso bilang pagbalos!	Bilang ganti, nagsasalita akong tulad sa mga bata; palawakin din ninyo ang inyong mga puso.
Dai kamo makiiba sa mga bakong paratubod. Paanong magigin magkabagay an tama saka an sala? Paanong magkasaro an liwanag saka an diklom?	Huwag kayong makipamatok sa mga hindi mananampalataya, sapagkat anong pagsasama mayroon ang katuwiran at kasamaan? O anong pagsasama mayroon ang liwanag sa kadiliman?
Paanong magkaoyon si Cristo saka an Diablo? Paanong magkapareho an paratubod saka an bakong paratubod?	At anong pagkakasundo mayroon si Cristo kay Belial? O anong bahagi mayroon ang mananampalataya sa hindi mananampalataya?
Paanong magkaoyon an templo nin Dios asin an mga dios-dios? Huli ta kita iyo an templo kan Dios na buhay! Siring sa sinabi nin Dios,	Anong pakikipagkaisa mayroon ang templo ng Diyos sa mga diyus-diyosan? Sapagkat tayo'y templo ng Diyos na buháy; gaya ng sinabi ng Diyos,
“Mag-eerok ako sainda asin maglalakaw sa kaibahan ninda;	“Ako'y mananahan sa kanila, at lalakad sa gitna nila,
ako an magigin Dios ninda, sinda an magigin banwaan ko.”	ako'y magiging kanilang Diyos,
“Kaya bayaan nindo sinda,” an sabi nin Dios,	at sila'y magiging aking bayan.
Namomotan kong mga tugang, an gabos na panugang ini para sato. Kaya linigan ta an satong sadiri sa mga bagay na nakakaati sa satong hawak asin kalag. Mamuhay kitang tunay na banal, na may pagkatakot sa Dios.	Mga minamahal, yamang taglay natin ang mga pangakong ito, linisin natin ang ating mga sarili mula sa bawat karumihan ng laman at espiritu, na ginagawang sakdal ang kabanalan sa pagkatakot sa Diyos.
Tawan nindo kami nin lugar sa mga puso nindo. Dai kami nakaginibo nin sala sa kiisay man saka dai kami nagratak o nagbentahe sa kiisay man.	Bigyan ninyo kami ng puwang sa inyong mga puso; hindi namin inapi ang sinuman, hindi namin sinira ang sinuman, hindi namin pinagsamantalahan ang sinuman.
Dai ko ini sinasabi sa pagkondenar saindo, huli ta sinabi ko na saindo kaidto, na namomotan ko kamo; danay kitang mag-iiriba sa buhay o sa kagadanan.	Hindi ko sinasabi ito upang hatulan kayo, sapagkat sinabi ko na nang una pa na kayo'y nasa aming mga puso, upang mamatay at mabuhay na kasama ninyo.
Bilog an panarig ko saindo; ipinag-oorgulyo ko kamo! Sa gabos ming kasakitan may karangahan pa giraray ako; dakula an kaogmahan ko!	Ako ay may malaking pagtitiwala sa inyo, ako ay may malaking pagmamapuri sa inyo, ako'y punô ng kaaliwan. Ako'y nag-uumapaw sa kagalakan sa lahat ng aming kapighatian.
Poon kan mag-abot kami sa Macedonia, dai lamang kami nakapahingalo. Nanumpongan mi an kasakitan saen man kami bumirik—mga iriwal sa palibot, asin takot sa samong puso.	Sapagkat maging nang kami ay dumating sa Macedonia, ang aming mga katawan ay hindi nagkaroon ng kapahingahan, kundi pinipighati sa bawat paraan—sa labas ay labanan, sa loob ay takot.
Alagad an Dios, na nagraranga kan mga nagluluya an boot, iyo man an nagranga samo huli kan pag-abot ni Tito.	Subalit ang Diyos na umaaliw sa nalulungkot ay nagpasigla sa amin sa pamamagitan ng pagdating ni Tito,
Bako sana an pag-abot ni Tito an nakapaogma samo, kundi an pagranga na ginibo nindo saiya. Ibinareta niya an saindong kamawotan na mahiling ako, an kamondoan nindo asin an saindong pagmakulog sako, kaya nag-orog an sakong kaogmahan.	at hindi lamang sa pamamagitan ng kanyang pagdating, kundi maging sa kaaliwang ibinigay ninyo sa kanya, na ibinabalita niya sa amin ang inyong pananabik, ang inyong kapanglawan, ang inyong sigasig para sa akin, anupa't ako'y lalo pang nagalak.
Maski ngani an surat kong idto nakapamondo saindo, dai ako nagbabasol na sinurat ko idto. Nagbasol ako kan surat na idto kan mahiling ko na nakapamondo idto saindo, maski sa dikit sanang panahon.	Sapagkat bagaman pinalungkot ko kayo sa pamamagitan ng aking sulat, hindi ko ito ipinagdaramdam: (bagama't aking dinamdam, sapagkat aking nalaman na ang sulat na ito ay nakapagpalungkot sa inyo, bagama't sa maikling panahon lamang).
Alagad ngunyan naoogma ako bakong huli ta napamondo ko kamo, kundi huli ta an saindong kamondoan nakapagpabakle kan saindong mga gawe. An kamondoan na idto ginamit nin Dios, kaya dai kami nakaginibo saindo nin karatan.	Ngayon, ako'y nagagalak hindi sapagkat kayo'y nalungkot, kundi sapagkat kayo'y nalungkot tungo sa pagsisisi, sapagkat kayo'y pinalumbay nang naaayon sa Diyos, upang kayo'y huwag magdusa ng kalugihan sa pamamagitan namin.
Huli ta an kamondoan na ginagamit nin Dios nagbubunga nin pagsolsol na minadara sa kaligtasan—iyan dai dapat pagbasolan! Alagad an kamondoan na itinatao kan kinaban nagdadara nin kagadanan.	Sapagkat ang kalungkutang naaayon sa Diyos ay nagbubunga ng pagsisisi tungo sa kaligtasan na hindi ipagdaramdam, subalit ang makasanlibutang kalungkutan ay nagbubunga ng kamatayan.
Hilinga kun ano an nagin bunga kan kamondoan na hale sa Dios: nagin kamong mahigos saka maigot sa pagpatotoo na mayo kamo nin sala. Naanggot kamo, nahandal, nagmawot, naghinigos asin naghingowa na mapadusahan an nagkasala. Kaya ipinahiling nindo na mayo kamo nin sala sa bagay na ini.	Sapagkat tingnan ninyo ang ibinunga sa inyo ng kalungkutang ito na naaayon sa Diyos, kung anong pagtatanggol sa inyong mga sarili, kung anong pagkagalit, kung anong takot, pananabik, sigasig, at kaparusahan! Sa bawat bagay ay pinatunayan ninyo ang inyong pagiging malinis sa bagay na ito.
Kan ipadara ko an surat na idto, mayo sa isip ko an tawong nakaginibo nin sala o an pinagkasalaan. Sinurat ko idto tanganing ipahayag saindo, sa atubang nin Dios, kun gurano an saindong pagmakulog samo.	Kaya't bagaman ako ay sumulat sa inyo, ito ay hindi dahil doon sa gumawa ng kamalian, o dahil doon sa ginawan ng kamalian, kundi upang ang inyong pagmamalasakit para sa amin ay mahayag sa inyo sa paningin ng Diyos.
An ginibo nindo nagtao samo nin karangahan.	Kaya't kami'y naaliw. At sa aming kaaliwan ay lalo pa kaming nagalak dahil sa kagalakan ni Tito, sapagkat ang kanyang espiritu ay pinayapa ninyong lahat.
Bako sanang naranga kami, kundi orog na naogma sa kaogmahan ni Tito, dahel ta kamo gabos nagtabang sa pagranga saiya!	Sapagkat kung ako ay nagpahayag sa kanya ng anumang pagmamalaki sa inyo, ay hindi ako nalagay sa kahihiyan; subalit kung paanong ang lahat ng aming sinabi ay totoo, kaya't ang aming pagmamalaki sa harap ni Tito ay napapatunayang totoo.
Ipinag-orgulyo ko kamo saiya, asin dai man nindo ako ipinasopog. Danay na totoo an sinabi mi saindo; siring man, napatotoohan an ipinag-orgulyo mi ki Tito.	At ang damdamin niya ay lalo pang sumagana para sa inyo, na kanyang naaalala ang pagtalima ninyong lahat, at kung paanong tinanggap ninyo siya na may takot at panginginig.
Kaya an pagkamoot niya saindo nag-oorog, kun nagigiromdoman niya an pagkamakinuyog-kuyog nindo saiya, asin an pag-ako nindo saiya na may takot saka paggalang.	Ako'y nagagalak sapagkat ako'y mayroong buong pagtitiwala sa inyo.
Boot ming maaraman nindo, mga tugang, kun ano an naginibo kan biyaya nin Dios sa mga simbahan sa Macedonia.	Ngayon, nais naming malaman ninyo, mga kapatid, ang biyaya ng Diyos na ipinagkaloob sa mga iglesya ng Macedonia;
Binalo sinda nin makuri kan mga kasakitan na saindang inagihan; alagad an saindang kaogmahan orog kadakula, mala ta orog logod sindang nagin matinao, maski sinda mga daing sukat.	kung paanong sa matinding pagsubok ng kapighatian, ang kasaganaan ng kanilang kagalakan at ang kanilang labis na kahirapan ay sumagana sa kayamanan ng kanilang kagandahang-loob.
Makakapagpatotoo ako saindo na nagboluntad sindang magtao sosog sa makakaya ninda, asin labi pa ngani kaiyan.	Ako ay makapagpapatunay na sila ay kusang-loob na nagbigay ayon sa kanilang kakayahan, at higit pa sa kanilang makakaya,
Nakimaherak sinda samo na tawan sinda nin kahirasan sa pagtabang sa mga banal duman sa Judea.	na nakikiusap sa amin nang matindi tungkol sa biyaya na makibahagi sa paglilingkod sa mga banal.
An ginibo ninda labi pa sa pinaglalaom nyamo. Enot, idinolot ninda an saindang buhay sa Kagurangnan; dangan, huli sa kabotan nin Dios, idinolot man ninda samo an saindang buhay.	At ito ay hindi tulad sa aming inaasahan, kundi ibinigay muna nila ang kanilang sarili sa Panginoon, at sa amin sa pamamagitan ng kalooban ng Diyos.
Kaya sinadol mi si Tito na ipadagos an pinonan niyang gibong ini, saka tabangan kamong matapos an gibong ini nin pagkamoot.	Anupa't kami ay nakiusap kay Tito na yamang siya'y nagpasimula ay dapat din niyang tapusin sa inyo ang biyayang ito.
Nangongorog kamo sa gabos na bagay: sa pagtubod, sa pagtaram, sa pakaaram, sa saindong kaigotan na makatabang samo, asin sa saindong pagkamoot samo; kaya boot ko man na mag-orog kamo sa pagkamatinao.	Ngunit, yamang kayo'y sumasagana sa lahat ng mga bagay, sa pananampalataya, sa pananalita, sa kaalaman, sa buong kasipagan, at sa inyong pag-ibig sa amin, sikapin din ninyo na kayo ay sumagana sa biyayang ito.
Dai ko ini ipinagboboot saindo, kundi boot kong maaraman nindo kun gurano kamaigot an ibang mga tawo sa pagtabang, tanganing maaraman ko man kun talagang tunay an pagkamoot nindo.	Sinasabi ko ito hindi bilang isang utos, ngunit aking sinusubok ang pagiging tunay ng inyong pag-ibig kapag inihambing sa kasigasigan ng iba.
Aram nindo an biyaya ni Jesu-Cristo na satong Kagurangnan: maski siya mayaman, nagpakadukha siya dahel saindo, tanganing magin mayaman kamo sa saiyang kadukhaan.	Sapagkat nalalaman ninyo ang biyaya ng ating Panginoong Jesu-Cristo, na bagaman siya'y mayaman, subalit alang-alang sa inyo ay naging dukha, upang sa pamamagitan ng kanyang kadukhaan ay maging mayaman kayo.
Uya an masasabi ko sa bagay na ini: mas marahay na taposon nindo ngunyan an pinonan nindo kan sarong taon.	At sa bagay na ito ay nagbibigay ako ng payo: pinakamabuti para sa inyo ngayon na tapusin ang sinimulan ninyo nang nakaraang taon, hindi lamang upang gumawa kundi magkaroon ng pagnanais na gumawa.
Ipadagos nindo tanganing an saindong kamawotan mapatotoohan huli kan pagtapos nindo kan gaweng iyan, na an pasiponan iyo an natipon na nindo.	At ngayon, tapusin ninyo ang paggawa, upang kung paanong may sigasig sa pagnanais ay gayundin sa pagtatapos, ayon sa inyong kakayahan.
Kun talagang maigot kamo sa pagtao, aakoon nin Dios an saindong dolot, sosog sa ikakatao nindo asin bakong sosog sa dai nindo ikakatao.	Sapagkat kung mayroong pagnanais, tinatanggap ang kaloob ayon sa tinataglay, at hindi ayon sa hindi tinataglay.
Habo kong magianan an iba asin magabatan kamo;	Hindi ko ibig sabihin na ang iba ay maginhawahan at kayo'y mabigatan, kundi para sa pagkakapantay-pantay,
kundi huli ta igwa kamong ikakatabang sa panahon na ini, maninigo na tabangan nindo an mga nangangaipo. Kun sinda an igwa nin ikakatabang, tatabangan man ninda kamo sa saindong pangangaipo, tanganing pareho kamong mapatarabang-tabang.	ang inyong kasaganaan sa kasalukuyang panahon ang magpuno sa kanilang kakulangan, upang ang kanilang kasaganaan ay magpuno sa inyong pangangailangan, upang magkaroon ng pagkakapantay-pantay.
Siring sa nasusurat, “An nagtipon nin dakul mayo nin sobra; an nagtipon nin dikit mayo nin kulang.”	Gaya ng nasusulat,
Alagad salamat sa Dios huli ta ginibo niyang maigot si Tito sa pagtabang saindo arog samo!	“Ang nagtipon ng marami ay hindi nagkaroon ng labis,
Bako sanang inako niya an samong pakiolay, kundi huli ta boot niyang makatabang saindo, nagboluntad siyang magdiyan saindo.	at ang nagtipon ng kaunti ay hindi kinulang.”
Pinaiba man nyamo saiya an tugang na bantog sa mga simbahan huli kan paghulit niya kan Marahay na Bareta.	Subalit salamat sa Diyos na naglagay ng gayunding pagsisikap para sa inyo sa puso ni Tito.
Laen pa kaiyan, siya iyo an pinili kan mga simbahan tanganing magbiyahe kaiba nyamo sa pagpadagos mi kan gibong ini nin pagkamoot para sa kaomawan nin Kagurangnan, asin tanganing ikapahiling mi na boot kaming maglingkod.	Sapagkat tinanggap niya hindi lamang ang aming pakiusap at palibhasa siya'y lalong sumigasig, siya ay patungo sa inyo sa kanyang sariling kalooban.
Naglilikay kami na mayo nin masabi samo an siisay man dapit sa pamamahala kan dakulang limos na ini.	Isinusugo namin kasama niya ang kapatid na tanyag sa mga iglesya dahil sa kanyang pangangaral ng ebanghelyo.
An tuyo mi iyo an paggibo kan tama, bako sana sa atubang nin Kagurangnan, kundi sa atubang man nin mga tawo.	At hindi lamang iyon, kundi siya ay hinirang ng mga iglesya na maglakbay na kasama namin ukol sa biyayang ito na aming pinangangasiwaan, sa ikaluluwalhati ng Panginoon, at upang ipakita ang aming pagnanais.
Kaya sinugo mi an saro pang tugang kaiba ninda; dakul na beses mi na siyang binalo, asin nahiling mi na danay siyang andam na magtabang. Ngunyan na igwa siya nin dakulang paniwala saindo, orog pang boot niyang magtabang saindo.	Iniiwasan namin ito upang huwag kaming sisihin tungkol sa kasaganaang ito na aming pinangangasiwaan;
