bik,tl
"Kan dai ninda siya nakua, nagbalik sinda sa Jerusalem sa paghanap saiya.","Ngunit sa pag-aakala nilang siya'y kasama ng mga manlalakbay, nagpatuloy sila ng isang araw na paglalakbay. Pagkatapos ay kanilang hinahanap siya sa mga kamag-anak at mga kakilala,"
"Kan ikatolong aldaw, nakua ninda siya sa laog kan Templo, nagtutukaw kaiba kan mga paratukdo. Naghihinanyog siya saka naghahapot sainda.","at nang di nila siya matagpuan, bumalik sila sa Jerusalem upang hanapin siya."
An gabos na nakadangog saiya nagngalas kan saiyang pakasabot asin mga simbag.,"Pagkalipas ng tatlong araw, kanilang natagpuan siya sa templo na nakaupo sa gitna ng mga guro na nakikinig at nagtatanong sa kanila."
"Nagngalas man an saiyang mga magurang kan mahiling siya, kaya tinaraman siya kan saiyang ina, “Aki, tadaw ta siring an ginibo mo samo? Hadit na ako asin an saimong ama sa pagparahanap saimo.”",Ang lahat ng nakikinig sa kanya ay namangha sa kanyang katalinuhan at sa kanyang mga sagot.
"Sinabihan niya sinda, “Tadaw ta hinahanap nindo ako? Dai nindo aram na kaipuhan nasa harong ako kan sakong Ama?”","Nang siya'y makita nila ay nagtaka sila at sinabi sa kanya ng kanyang ina, “Anak, bakit ginawa mo sa amin ang ganito? Tingnan mo, ang iyong ama at ako ay naghahanap sa iyo na may pag-aalala.”"
Alagad dai ninda nasabotan an sinabi niya sainda.,"Sinabi niya sa kanila, “Bakit ninyo ako hinahanap? Hindi ba ninyo nalalaman na dapat ay nasa bahay ako ng aking Ama?”"
Uminiba sainda si Jesus sa Nazaret asin nagin makinuyog-kuyog siya sainda. An gabos na ini rinimpos kan saiyang ina sa puso niya.,At hindi nila naunawaan ang salitang sinabi niya sa kanila.
"Ikakinseng taon na kan paghahade ni Tiberio Cesar; si Poncio Pilato gobernador sa Judea, si Herodes an namamayo kan Galilea asin si Felipe an kagsakop kan teritoryo nin Iturea saka Traconite, asin si Lisanias naman kan Abilinia.","Nang ikalabinlimang taon ng paghahari ni Tiberio Cesar, si Poncio Pilato ang gobernador sa Judea, at tetrarka sa Galilea si Herodes. Ang kanyang kapatid na si Felipe ang tetrarka sa lupain ng Iturea at Traconite, at si Lisanias ang tetrarka sa Abilinia,"
"Si Anas asin si Caifas iyo man an mga halangkaw na padi. Kan panahon na iyan, si Juan na aki ni Zacarias yaon sa kalangtadan. Uminabot ki Juan an tataramon nin Dios,","Sa panahon ng mga pinakapunong pari na sina Anas at Caifas, dumating ang salita ng Diyos kay Juan, na anak ni Zacarias, sa ilang."
"kaya linibot niya an bilog na teritoryo kan Jordan saka naghulit, “Magbakle na kamo saka magpabunyag, asin papatawadon kamo nin Dios kan mga kasalan nindo.”","Siya'y nagtungo sa buong lupain sa palibot ng Jordan, na ipinangangaral ang bautismo ng pagsisisi para sa kapatawaran ng mga kasalanan."
"Siring sa nasusurat sa libro ni Propeta Isaias,","Gaya ng nasusulat sa aklat ng mga salita ni propeta Isaias,"
“Igwang nagkukurahaw sa kalangtadan:,"“Ang tinig ng isang sumisigaw sa ilang,"
‘Andama an dalan para sa Kagurangnan;,"‘Ihanda ninyo ang daan ng Panginoon,"
tanosa an dalan na saiyang lalakawan!,tuwirin ninyo ang kanyang mga landas.
"Tambonan an gabos na kababan,","Bawat libis ay matatambakan,"
pantayon an gabos na kabubuldan asin kabukidan.,"at bawat bundok at burol ay papatagin,"
"An mga tinampong tiko-tiko, tanoson;","at ang liko ay tutuwirin,"
"an mga dalan na bakong sarama, saramahon.",at ang mga baku-bakong daan ay papantayin.
Mahihiling kan gabos na tawo an pagligtas nin Dios!’”,At makikita ng lahat ng laman ang pagliligtas ng Diyos.’”
"Kadakul na tawo an nagdolok ki Juan nganing magpabunyag. Sinabihan niya sinda, “Mga rimoranon! Siisay an nagsabi saindo na makakadulag kamo sa maabot na padusa nin Dios?","Kaya't sinabi ni Juan sa napakaraming tao na dumating upang magpabautismo sa kanya, “Kayong lahi ng mga ulupong! Sino ang nagbabala sa inyo na tumakas sa poot na darating?"
"Ipahiling nindo sa gibo na kamo nagbakle na. Dai kamo mangahas na mag-isip na makakaligtas kamo sa padusa huli ta ama nindo si Abraham. Sinasabihan ko kamo, na sa mga gapong ini an Dios makakagibo nin mga aki para ki Abraham.","Kaya't mamunga kayo ng karapat-dapat sa pagsisisi at huwag ninyong sabihin sa inyong sarili, ‘Si Abraham ang aming ama.’ Sapagkat sinasabi ko sa inyo na magagawa ng Diyos na magbangon mula sa mga batong ito ng magiging anak ni Abraham."
"Dawa ngunyan andam na an patok sa pagputol kan gamot kan mga kahoy; an lambang kahoy na dai nagtatao nin marahay na bunga, papalodon saka isusugba sa kalayo.”",Ngayon pa lamang ay nakalagay na ang palakol sa ugat ng mga punungkahoy. Kaya't ang bawat punungkahoy na di mabuti ang bunga ay pinuputol at itinatapon sa apoy.”
"Hinapot siya kan mga tawo, “Ano palan an dapat ming gibohon?”","Tinanong siya ng maraming tao, “Ano ngayon ang dapat naming gawin?”"
"Sinimbag sinda ni Juan, “An igwa nin duwang gubing, itao an saro sa mayo; siring man an gibohon kan may kakanon, tawan an mayo.”","Sumagot siya sa kanila, “Ang may dalawang tunika ay magbahagi sa wala, at ang may pagkain ay gayundin ang gawin.”"
"May mga parasingil nin buhis na nagdolok man saiya tanganing magpabunyag. Hinapot ninda siya, “Maestro ano an dapat ming gibohon?”","Dumating din ang mga maniningil ng buwis upang magpabautismo at sinabi nila sa kanya, “Guro, ano ang dapat naming gawin?”"
"Sinimbag sinda ni Juan, “Dai kamo magsingil nin sobra sa itinalaan na buhis.”","Sinabi niya sa kanila, “Huwag na kayong sumingil pa ng higit kaysa iniutos sa inyo.”"
"May mga soldados man na naghapot saiya, “Kami, ano an dapat ming gibohon?”","Tinanong din siya ng mga kawal, “At kami, anong dapat naming gawin?” At sinabi niya sa kanila, “Huwag kayong mangikil ng salapi kaninuman sa pamamagitan ng dahas o maling paratang at masiyahan kayo sa inyong sahod.”"
“Dai kamo magkua nin kwarta maski kiisay sa paagi nin kosog o salang sumbong; makontento kamo sa sweldo nindo.”,"Samantalang ang mga tao'y naghihintay, nagtatanong ang lahat sa kanilang mga puso tungkol kay Juan, kung siya ang Cristo."
Nag-orog an paglaom kan mga tawo asin nagpoon sindang maghorop-horop na tibaad si Juan iyo na an Cristo.,"Sumagot si Juan at sinabi sa kanilang lahat, “Binabautismuhan ko kayo ng tubig. Subalit dumarating ang higit na makapangyarihan kaysa akin. Ako'y hindi karapat-dapat magkalag ng panali ng kanyang mga sandalyas. Kayo'y babautismuhan niya sa Espiritu Santo at sa apoy."
"Kaya sinabihan sinda ni Juan, “Nagbubunyag ako saindo sa tubig, alagad may sarong maabot na mabunyag saindo sa Espiritu Santo asin sa kalayo. Mas mapangyari siya ki sa sako, asin dai ako maninigo na magtangkas kan saiyang sandalyas.","Nasa kamay niya ang kanyang kalaykay upang linisin ang kanyang giikan at tipunin ang trigo sa kanyang kamalig, subalit susunugin niya ang dayami sa apoy na hindi mapapatay.”"
"May dara siyang saligsigan nganing saligsigon an gabos na inani. An trigo titiponon niya sa saiyang harong-harong, alagad an ata susuloon sa kalayong dai nasisigbo!”",Kaya't sa iba pang maraming pangaral ay ipinahayag niya sa mga tao ang magandang balita.
Kaya ipinaghulit ni Juan sa mga tawo an Marahay na Bareta kaiba an mga pagsadol.,"Subalit si Herodes na tetrarka, na sinumbatan niya dahil kay Herodias na asawa ng kanyang kapatid, at dahil sa lahat ng masasamang bagay na ginawa ni Herodes,"
"Alagad sinagwe niya si Herodes na kagsakop kan Galilea, huli ta inagom kaini si Herodias na agom kan saiya man sanang tugang, saka sinagwe pa si Herodes kan mga maraot na gibo kaini.",ay nagdagdag pa sa lahat ng mga ito sa pamamagitan ng pagpapakulong kay Juan sa bilangguan.
"Kaya ipinabilanggo ni Herodes si Juan, na orog pang nakadagdag sa mga kasalan niya.","Nang mabautismuhan ang buong bayan, at nang mabautismuhan din si Jesus at siya'y nananalangin, ang langit ay nabuksan."
"Kan mabunyagan an gabos na tawo asin kan mabunyagan man si Jesus saka namimibi ini, nabuksan an langit","At bumaba sa kanya ang Espiritu Santo na may anyong katawan na tulad sa isang kalapati. May isang tinig na nagmula sa langit, “Ikaw ang pinakamamahal kong Anak, sa iyo ako lubos na nalulugod.”"
"dangan naghilig saiya an Espiritu Santo arog sa salampati. Dangan may sarong tingog hale sa langit na nagsabi, “Ika an namomotan kong Aki na sakong ikinakaogma.”","Si Jesus ay may gulang na tatlumpung taon nang magsimula sa kanyang gawain. Anak siya (ayon sa ipinalagay) ni Jose, ni Eli,"
"Mga treyntang taon na si Jesus kan magpoon siya kan saiyang misyon. Aki siya ni Jose (ini an paghona kan mga tawo) na aki ni Eli,","ni Matat, ni Levi, ni Melqui, ni Janai, ni Jose,"
"na aki ni Matat. Si Matat aki ni Levi, na aki ni Melki; si Melki aki ni Jana, na aki ni Jose.","ni Matatias, ni Amos, ni Nahum, ni Esli, ni Nagai,"
"Si Jose aki ni Matatias, na aki ni Amos. Si Amos aki ni Nahum, na aki ni Esli. Si Esli aki ni Nagai,","ni Maat, ni Matatias, ni Semein, ni Josec, ni Joda,"
"na aki ni Maat, na aki ni Matatias. Si Matatias aki ni Semei, na aki ni Jose. Si Jose aki ni Juda,","ni Joanan, ni Resa, ni Zerubabel, ni Salatiel, ni Neri,"
"na aki ni Joanan. Si Joanan aki ni Resa, na aki ni Zorobabel na aki ni Sealtiel, na aki ni Neri.","ni Melqui, ni Adi, ni Cosam, ni Elmadam, ni Er,"
"Si Neri aki ni Melki, na aki ni Adi. Si Adi aki ni Cosam, na aki ni Elmadam, na aki ni Er.","ni Josue, ni Eliezer, ni Jorim, ni Matat, ni Levi,"
"Si Er aki ni Josue, na aki ni Eliezer, na aki ni Jorim, na aki ni Matat, na aki ni Levi.","ni Simeon, ni Juda, ni Jose, ni Jonam, ni Eliakim,"
"Si Levi aki ni Simeon, na aki ni Juda. Si Juda aki ni Jose, na aki ni Jonam, na aki ni Eliakim.","ni Melea, ni Mena, ni Matata, ni Natan, ni David,"
"Si Eliakim aki ni Melea, na aki ni Menna. Si Menna aki ni Matata, na aki ni Natan, na aki ni David.","ni Jesse, ni Obed, ni Boaz, ni Salmon, ni Naason,"
"Si David aki ni Jesse, na aki ni Obed, na aki ni Boaz. Si Boaz aki ni Salmon, na aki ni Naason.","ni Aminadab, ni Admin, ni Arni, ni Hesrom, ni Perez, ni Juda,"
"Si Naason aki ni Aminadab, na aki ni Admin, na aki ni Arni; si Arni aki ni Esrom, na aki ni Fares, na aki ni Juda.","ni Jacob, ni Isaac, ni Abraham, ni Terah, ni Nahor,"
"Si Juda aki ni Jacob, na aki ni Isaac, na aki ni Abraham. Si Abraham aki ni Tera, na aki ni Nacor.","ni Serug, ni Reu, ni Peleg, ni Eber, ni Sala,"
"Si Nacor aki ni Serug, na aki ni Reu, na aki ni Peleg, na aki ni Heber, na aki ni Sela.","ni Cainan, ni Arfaxad, ni Sem, ni Noe, ni Lamec,"
"Naghale si Jesus sa Jordan, pano kan Espiritu Santo; giniyahan siya sa kalangtadan kan Espiritu Santo kan siya papuli na.","Si Jesus, na punô ng Espiritu Santo, ay bumalik mula sa Jordan at dinala ng Espiritu sa ilang,"
"Kwarentang aldaw siya duman asin pinagsogotan siya kan demonyo. Dai siya nagkakan sa bilog na panahon na iyan, kaya nagutom siya nin marahay pakatapos kaiyan.","na doon ay tinukso siya ng diyablo sa loob ng apatnapung araw. Hindi siya kumain ng anuman sa mga araw na iyon, at nang makalipas ang mga araw na iyon ay nagutom siya."
"Sinabihan siya kan demonyo, “Kun ika an Aki nin Dios, pagbotan mo an gapong ini na magin tinapay.”","Sinabi sa kanya ng diyablo, “Kung ikaw ang Anak ng Diyos, ipag-utos mo na ang batong ito ay maging tinapay.”"
"Nagsimbag si Jesus, “Nasusurat, ‘Bakong sa tinapay sana nabubuhay an tawo.’”","At sumagot sa kanya si Jesus, “Nasusulat, ‘Ang tao ay hindi nabubuhay sa tinapay lamang.’”"
Dangan dinara siya kan demonyo sa sarong halangkaw na lugar saka ipinahiling saiya sa sarong kimat nin mata an gabos na kahadean sa kinaban.,Pagkatapos ay dinala siya ng diyablo sa isang mataas na lugar at ipinakita sa kanya sa isang saglit ang lahat ng mga kaharian sa sanlibutan.
"“Itatao ko saimo an gabos na kapangyarihan asin kamurawayan na ini,” an sabi kan demonyo. “Ini gabos itinao sako asin itatao ko sa kiisay man na boot kong tawan.","At sinabi sa kanya ng diyablo, “Ibibigay ko sa iyo ang lahat ng kapangyarihang ito, at ang kaluwalhatian nila, sapagkat ito'y naibigay na sa akin, at ibinibigay ko kung kanino ko ibig."
"An gabos na ini saimo na, kun sambahon mo ako.”","Kaya't kung sasamba ka sa akin, ang lahat ng ito ay magiging iyo.”"
"Nagsimbag si Jesus, “Nasusurat, ‘Sambahon mo an Kagurangnan mong Dios asin siya sana an saimong paglingkodan!’”","At sumagot si Jesus sa kanya, “Nasusulat, ‘Sambahin mo ang Panginoon mong Diyos, at siya lamang ang iyong paglingkuran.’”"
"Dangan dinara siya kan demonyo sa Jerusalem, sa alitoktok kan Templo, asin sinabihan, “Kun ika an Aki nin Dios, lumampaw ka,","Pagkatapos ay kanyang dinala siya sa Jerusalem at inilagay siya sa tuktok ng templo, at sinabi sa kanya, “Kung ikaw ang Anak ng Diyos, magpatihulog ka mula rito,"
"huli ta nasusurat, ‘Pagbobotan nin Dios an saiyang mga anghel na atamanon ka.’","sapagkat nasusulat,"
"Nasusurat pa, ‘Sasalohon ka ninda sa saindang mga kamot, ta tibaad an saimong mga bitis tumama sa kagapoan.’”",‘Ipagbibilin ka niya sa mga anghel
"Alagad sinimbag siya ni Jesus, “Nasusurat man, ‘Dai mo pagsugotan an Kagurangnan mong Dios.’”","na ikaw ay ingatan,’"
"Pakatapos siyang sogotan kan demonyo sa manlaen-laen na paagi, binayaan siya kaini sagkod na umabot an tamang panahon.","at,"
Nagbalik si Jesus sa Galilea pano kan kapangyarihan nin Espiritu Santo. Nakalakop sa bilog na teritoryong idto an bareta dapit saiya.,"‘Aalalayan ka nila ng kanilang mga kamay,"
Nagtukdo siya sa saindang mga sinagoga asin inomaw siya kan gabos.,baka masaktan mo ang iyong paa sa isang bato.’
"Pakatapos, nagduman si Jesus sa Nazaret, an banwaan saen siya nagdakula. Siring sa dating kinaugalean niya, naglaog siya sa sinagoga kan aldaw na Sabbath. Nagtindog siya sa pagbasa kan Kasuratan.","At sumagot si Jesus sa kanya, “Sinasabi, ‘Huwag mong tutuksuhin ang Panginoon mong Diyos.’”"
"Itinao saiya an libro ni Propeta Isaias. Binuksan niya ini asin nakua an lugar na nasusuratan kaini,","Nang matapos na ng diyablo ang lahat ng panunukso, lumayo siya sa kanya hanggang sa isa pang pagkakataon."
"“Nasa sako an Espiritu nin Kagurangnan,",Bumalik si Jesus sa Galilea na nasa kapangyarihan ng Espiritu at kumalat ang balita tungkol sa kanya sa palibot ng buong lupain.
huli ta linahidan niya ako sa paghulit kan Marahay na Bareta sa mga dukha.,Nagturo siya sa kanilang mga sinagoga at pinuri ng lahat.
"Sinugo niya ako sa pagpahayag kan katalingkasan sa mga bihag,","Dumating siya sa Nazaret na kanyang nilakhan. Siya'y pumasok sa sinagoga nang araw ng Sabbath, tulad ng kanyang nakaugalian at tumindig siya upang bumasa,"
"sa pagtao nin pakahiling sa mga buta,","at ibinigay sa kanya ang aklat ni propeta Isaias. Binuksan niya ang aklat, at natagpuan ang dako na kung saan ay nasusulat:"
"sa pagpatalingkas sa mga inaapi,","“Ang Espiritu ng Panginoon ay nasa akin,"
asin sa pagrukyaw kan taon na an Kagurangnan,sapagkat ako'y hinirang niya upang ipangaral ang magandang balita sa mga dukha.
maligtas kan saiyang banwaan!”,"Ako'y sinugo niya upang ipahayag ang paglaya sa mga bihag,"
"Linukot ni Jesus an kasuratan, inuli sa nagtao saiya, dangan nagtukaw. An gabos na tawo duman sa sinagoga naghihiling saiya.","at ang muling pagkakaroon ng paningin sa mga bulag, upang palayain ang mga naaapi,"
"Dangan nagtaram siya sainda, “Ngunyan na aldaw naotob na an kabtang na ini kan kasuratan na saindong nadangog.”",upang ipahayag ang taon ng biyaya mula sa Panginoon.”
"Inomaw siya kan gabos; nagngalas sinda kan magayon na mga tataramon na sinabi niya. Olay ninda, “Bakong iyo ini an aki ni Jose?”","Isinara niya ang aklat, isinauli ito sa tagapaglingkod at naupo. At ang mga mata ng lahat ng nasa sinagoga ay nakatutok sa kanya."
"Kaya nagsabi si Jesus, “Aram kong sasambiton nindo sako an kasabihan na ini, ‘Doktor, bolonga an sadiri mo. Giboha daw digdi sa sadiri mong banwaan an nadangog ming mga ginibo mo sa Capernaum.’","At siya'y nagsimulang magsabi sa kanila, “Ngayo'y naganap ang kasulatang ito sa inyong pandinig.”"
"Sa katotoohan sinasabihan ko kamo,” an sabi ni Jesus, “mayong propetang minimidbid sa sadiri niyang banwaan.","Lahat ay nagsalita ng mabuti tungkol sa kanya at namangha sa mga mapagpalang salita na lumabas sa kanyang bibig. At sinabi nila, “Hindi ba ito ay anak ni Jose?”"
"Alagad ini an masasabi ko: dakul an mga babaeng balo sa Israel kan panahon ni Elias, kan dai mag-uran sa laog nin tolong taon may kabanga asin nagkaigwa nin makuring gutom sa bilog na daga.","Sinabi niya sa kanila, “Tiyak na sasabihin ninyo sa akin ang kawikaang ito, ‘Manggagamot, pagalingin mo ang iyong sarili.’ Ang anumang aming narinig na ginawa mo sa Capernaum ay gawin mo rin sa iyong lupain.”"
"Alagad bakong sa kiisay man sainda pinaduman si Elias kundi sa sarong babaeng balo sa Sarepta, sa daga nin Sidon.","Sinabi niya, “Sinasabi ko sa inyo ang katotohanan, walang propetang tinatanggap sa kanyang sariling bayan."
"Kan panahon man ni Propeta Eliseo, dakul an daoton sa Israel; alagad mayo ni saro sainda an pinaomayan, kundi si Naaman sana na taga Siria.”","Ngunit ang totoo, maraming babaing balo sa Israel noong panahon ni Elias, nang sarhan ang langit sa loob ng tatlong taon at anim na buwan at nagkaroon ng malubhang taggutom sa buong lupain."
Naanggot nin makuri an mga tawo duman sa sinagoga kan madangog ninda ini.,"Ngunit si Elias ay hindi sinugo sa kaninuman sa kanila, kundi sa isang babaing balo sa Zarefta, sa lupain ng Sidon."
"Nagtirindog sinda, ginuyod si Jesus paluwas sa banwaan asin dinara duman sa alitoktok kan bulod na namumugtakan kan saindang banwaan nganing ihulog siya sa ampas.","Maraming ketongin sa Israel nang panahon ni propeta Eliseo, at walang sinumang nilinis sa kanila, maliban kay Naaman na taga-Siria.”"
Alagad nag-agi siya sa tahaw kan mga tawo asin naghale.,"Nang marinig nila ang mga bagay na ito, napuno ng galit ang lahat ng nasa sinagoga."
