source,reference,translation
"Then he presented the grain offering, took a handful from it, and completely burned it on the altar, in addition to the morning’s entirely burned offering.","At dinala niya ang butil na handog at pinuno nito ang kanyang palad at sinunog ito sa ibabaw ng dambana, bukod sa handog na sinusunog sa umaga.","At siya'y nagdala ng handog ng trigo, at kinuha ng isang kamay nito, at sinusunog sa dambana, bukod sa handog ng sunog ng umaga."
"God isn’t a man that he would lie,",Sinabi ba niya at hindi niya gagawin?,"Ang Diyos ay hindi tao na siya'y magsinungaling,"
"Laban and Bethuel both responded, “This is all the LORD ’s doing. We have nothing to say about it.","Nang marinig ng alipin ni Abraham ang kanilang mga salita, siya ay nagpatirapa sa lupa sa harap ng Panginoon .","Sinabi ni Laban at ni Betuel, Ang lahat ng mga bagay na ito ay ginagawa ng Panginoon, at kami ay walang sasabihin tungkol dito."
"This is what the LORD says: By this you will know that I am the LORD . I’m now going to hit the water of the Nile River with this rod in my hand, and it will turn into blood.","Kaya't ganito ang sabi ng Panginoon , “Sa pamamagitan nito ay makikilala mo na ako ang Panginoon .” Tingnan mo, aking hahampasin ng tungkod na nasa aking kamay ang tubig na nasa ilog at ito'y magiging dugo.","Ganito ang sabi ng Panginoon , Sa pamamagitan ng ito ay makikilala mo na ako ang Panginoon .  Sa aking kamay ay sasaktan ko ang tubig ng ilog ng Nilo ng tungkod na ito, at ito ay magiging dugo."
"And he didn’t spare the ancient world when he brought a flood on the world of ungodly people, even though he protected Noah, a preacher of righteousness, along with seven others.","at kung paanong ang matandang daigdig ay hindi niya pinatawad, bagaman iniligtas si Noe na tagapangaral ng katuwiran, kasama ng pitong iba pa, noong ang daigdig ng masasamang tao ay dinalhan ng baha;","at hindi niya pinahintulutan ang sinaunang sanlibutan, nang siya'y nagdala ng baha sa sanlibutan ng mga taong masama, ngunit siya'y nagligtas kay Noe, isang tagapagsalita ng katuwiran, kasama ng pitong iba."
"He told them, “ Take nothing for the journey—no walking stick, no bag, no bread, no money, not even an extra shirt.","At sinabi niya sa kanila, “Huwag kayong magdala ng kahit ano sa inyong paglalakbay, kahit tungkod man, o supot, o tinapay, o salapi, at huwag ding magkaroon ng dalawang tunika.","At sinabi niya sa kanila, Huwag kayong kumuha ng anumang bagay para sa paglalakbay, ni tungkod, ni supot, ni tinapay, ni salapi, ni isang damit."
"and said, “My brothers, don’t do such an evil thing.","Narito, may dalawa akong anak na babae na hindi pa nasipingan ng lalaki. Sila'y aking ilalabas sa inyo, at gawin ninyo sa kanila ang ayon sa inyong nais, huwag lamang ninyong gawan ng anuman ang mga lalaking ito, sapagkat sila'y nasa ilalim ng aking bubungan.”","at sinabi, Mga kapatid ko, huwag ninyong gawin ang ganitong kasamaan."
The springs of the deep sea and the skies closed up. The skies held back the rain.,"Natakpan din ang mga bukal ng kalaliman at ang mga bintana ng langit, at napigil ang ulan sa langit.","Ang mga mapagkukunan ng dagat at ang kalangitan ay nasira, at ang kalangitan ay tumigil sa ulan."
These are Dishan’s sons: Uz and Aran.,Ito ang mga anak ni Disan: sina Uz at Aran.,Ito ang mga anak ni Dishan: si Uz at si Aran.
"Just as the lightning flashes from the east to the west, so it will be with the coming of the Human One.","Sapagkat gaya ng kidlat na nanggagaling sa silangan at nagliliwanag hanggang sa kanluran, gayundin naman ang pagdating ng Anak ng Tao.","Sapagka't gaya ng kilat na lumiliwanag mula sa silangan hanggang sa kanluran, gayon ang pagdating ng Anak ng Tao."
"When an ox gores a man or a woman to death, the ox should be stoned to death, and the meat of the ox shouldn’t be eaten. But the owner of the ox shouldn’t be punished.","“Kung suwagin ng isang baka ang isang lalaki o ang isang babae, anupa't namatay, babatuhin ang baka at ang kanyang laman ay hindi kakainin; subalit ang may-ari ng baka ay pawawalang-sala.","Kapag pinatay ng baka ang lalaki o babae, ang baka ay papatayin ng mga bato, at ang laman ng baka ay hindi dapat kainin, ngunit ang may-ari ng baka ay hindi sisisipin."
"Let me offer you a little bread so you will feel stronger, and after that you may leave your servant and go on your way—since you have visited your servant.”","Kukuha ako ng kaunting tinapay upang makapagpalakas sa inyo, at pagkatapos ay magpatuloy na kayo, yamang kayo'y pumarito sa inyong lingkod.” Kaya't sinabi nila, “Gawin mo ang ayon sa iyong sinabi.”","Ibigay ko sa iyo ang isang maliit na tinapay upang kayo'y maging malakas, at pagkatapos ay umalis ka sa iyong lingkod at magpatuloy sa iyong lakad mula sa iyong bisita sa iyong lingkod."
"Of course you may buy food from them with money so you can eat, and also water with money so you can drink.",Kayo'y bibili ng pagkain sa kanila sa pamamagitan ng salapi upang kayo'y makakain; at kayo'y bibili rin sa kanila ng tubig sa pamamagitan ng salapi upang kayo'y makainom.,"Ngunit kayo'y maaaring bumili ng pagkain sa kanila sa pera upang kainin ninyo, at ng tubig sa pera upang uminom kayo."
"Those camping on one side of him are the tribe of Asher. The chief of the people of Asher is Pagiel, Ochran’s son.",Ang magkakampo na katabi niya ay ang lipi ni Aser; ang magiging pinuno sa mga anak ni Aser ay si Fegiel na anak ni Ocran.,"Sa kabilang panig nito ay ang tribo ni Aser, at ang pinuno ng mga anak ni Aser ay si Pagel na anak ni Ocrán."
The sons of Rachel were Joseph and Benjamin.,"at ang mga anak ni Bilha, na alila ni Raquel: sina Dan at Neftali;",Ang mga anak ni Raquel ay si Jose at si Benjamin.
"When a famine gripped the land, a different one from the first famine that occurred in Abraham’s time, Isaac set out toward Gerar and toward King Abimelech of the Philistines.","Nagkaroon ng taggutom sa lupain, bukod sa unang taggutom na nangyari nang mga araw ni Abraham. Pumunta si Isaac kay Abimelec, na hari ng mga Filisteo sa Gerar.","Nang dumating ang gutom sa lupain, na hindi katulad ng unang gutom na nangyari noong panahon ni Abraham, naglakbay si Isaac patungo sa Gerar at patungo kay Abimelec na hari ng mga Filisteo."
"We sailed along the coast only with difficulty until we came to a place called Good Harbors, near the city of Lasea.","Sa pamamaybay namin dito na may kahirapan ay nakarating kami sa isang lugar na tinatawag na Mabubuting Daungan, malapit sa lunsod ng Lasea.","At sa pamamagitan ng kahirapan ay dumating kami sa isang lugar na tinatawag na Mahusay na mga Lapangan, malapit sa lunsod ng Lasea."
Then he hugged the children and blessed them.,"At kinalong niya sila, ipinatong ang kanyang mga kamay sa kanila at binasbasan sila.",Pagkatapos ay hininga niya ang mga bata at pinagpala sila.
because you will be satisfied.,sapagkat kayo'y bubusugin.,Sapagka't kayo'y mapupuno.
But the men refused to listen to him.,Ngunit hindi siya pinakinggan ng mga lalaki. Sa gayo'y hinawakan ng lalaki ang kanyang asawang-lingkod at inilabas sa kanila. Kanilang sinipingan siya at hinalay buong gabi hanggang sa kinaumagahan; at nang magbukang-liwayway ay kanilang pinaalis siya.,Ngunit ang mga lalaking iyon ay hindi umawi sa kanya.
"The chief priests and the legal experts were there, fiercely accusing Jesus.",At hinamak siya at nilibak ni Herodes at ng mga kawal na kasama niya. Sinuotan siya ng maringal na damit at ibinalik kay Pilato.,"At ang mga pangulong pari at ang mga eskriba'y tumayo, at nagsisipangit ng maraming mga bagay laban kay Jesus."
And all his disciples left him and ran away.,Iniwan siya ng lahat at tumakas sila.,At siya'y iniwan ng lahat ng mga alagad at tumakas.
wild waves of the sea foaming up their own shame; wandering stars for whom the darkness of the underworld is reserved forever.,"At sa mga ito rin naman si Enoc, na ikapitong salinlahi mula kay Adan, ay nagpahayag na sinasabi, “Narito, dumating ang Panginoon na kasama ang kanyang laksa-laksang mga banal,","ang mga daluyan ng dagat, na nagbubusog ng kanilang kahihiyan, ang mga bituin na nagsisiyasat, na para sa kanila ay tinitirahan ang kadiliman ng ilalim ng mundo sa walang hanggan."
“ There is no fear of God in their view of the world. ”,"Ngayon ay nalalaman natin na anumang sinasabi ng kautusan, iyon ay sinasabi sa mga nasa ilalim ng kautusan; upang matahimik ang bawat bibig, at ang buong sanlibutan ay mapasailalim ng hatol ng Diyos.",Ang takot sa Diyos ay walang sa kanila sa mundo.
"At that very moment, Jesus recognized that power had gone out from him. He turned around in the crowd and said, “ Who touched my clothes? ”",Tumingin siya sa buong paligid upang makita kung sino ang gumawa niyon.,"Sa sandaling iyon ay nalaman ni Jesus sa kanyang sarili na may kapangyarihan na lumabas sa kanya, at siya'y lumingon sa gitna ng karamihan at sinabi,  Sino ang nakatutok sa aking damit?"
It isn’t the ones who hear the Law who are righteous in God’s eyes. It is the ones who do what the Law says who will be treated as righteous.,"Sapagkat hindi ang mga tagapakinig ng kautusan ang siyang ganap sa harapan ng Diyos, kundi ang tumutupad sa kautusan ay aariing-ganap.","Hindi ang mga nakikinig ng kautusan ang matuwid sa harapan ng Diyos, kundi ang mga gumagawa ng kautusan ang magiging matuwid."
"Also note that everything someone devotes to the LORD from their possessions—whether humans, animals, or pieces of land from their family property—cannot be sold or bought back. Every devoted thing is most holy to the LORD .","“Ngunit anumang bagay na itinalaga sa Panginoon mula sa lahat ng kanyang pag-aari, maging sa tao o sa hayop, o sa bukid na kanyang pag-aari, ay hindi maipagbibili o matutubos; bawat bagay na itinalaga ay kabanal-banalan sa Panginoon .","Ang anumang bagay na ipinagkaloob ng isang tao sa Panginoon mula sa kanyang gantimpala, maging ang mga tao o hayop, o ang isang bahagi ng lupa mula sa gantimpala ng kanyang pamilya, ay hindi maaaring maibenta o palitin; ang lahat ng bagay na ipinagkaloob ay napakabanal sa Panginoon."
"What I say to you in the darkness, tell in the light; and what you hear whispered, announce from the rooftops.","Anumang sinasabi ko sa inyo sa dilim, sabihin ninyo sa liwanag; at ang narinig ninyo sa bulong ay ipagsigawan ninyo sa ibabaw ng mga bubungan.","Kung ano ang sinasabi ko sa inyo sa kadiliman, sabihin ninyo sa liwanag; at kung ano ang inyong naririnig sa bibig, ipangaral ninyo sa ibabaw ng mga bubong."
the shield of Saul!—never again anointed with oil.,"ang busog ni Jonathan ay hindi umurong,","ang kalasag ni Saul, at hindi na siya muling pinahiran ng langis."
"Stay in this land as an immigrant, and I will be with you and bless you because I will give all of these lands to you and your descendants. I will keep my word, which I gave to your father Abraham.","Manatili ka sa lupaing ito, at sasamahan kita, at ikaw ay aking pagpapalain; sapagkat sa iyo at sa iyong binhi ay ibibigay ko ang lahat ng lupaing ito, at tutuparin ko ang aking ipinangako kay Abraham na iyong ama.","Manirahan ka sa lupain na ito, at ako'y magiging kasama mo at magpapalain sa iyo, sapagkat ibibigay ko sa iyo at sa iyong binhi ang lahat ng mga lupain na ito, at tutumanon ko ang aking salita na aking ibinigay kay Abraham na iyong ama."
"Pilate had a public notice written and posted on the cross. It read “Jesus the Nazarene, the king of the Jews.”","Kaya't sinabi nila sa isa't isa, “Huwag natin itong punitin, kundi tayo'y magpalabunutan kung kanino mapupunta.” Ito ay upang matupad ang kasulatan, na nagsasabi,","Si Pilato ay nagbigay ng isang sulat at inilagay sa krus, Si Jesus na taga-Nazaret, ang hari ng mga Judio."
Keep loving each other like family.,Ipagpatuloy ninyo ang pag-iibigang magkakapatid.,Magpatuloy kayo sa pag-ibig ng isa't isa bilang isang pamilya.
Now Israel loved Joseph more than any of his other sons because he was born when Jacob was old. Jacob had made for him a long robe.,"Minahal ni Israel si Jose nang higit kaysa lahat niyang anak, sapagkat siya ang anak ng kanyang katandaan at siya'y gumawa ng isang mahabang damit na kanyang suot.","At si Jose ay pinahahalagahan ni Israel higit sa lahat ng kanyang mga anak, sapagkat siya'y ipinanganak nang siya'y matanda; at siya'y gumawa ng isang mahabang suot para sa kanya."
"So remember that once you were Gentiles by physical descent, who were called “uncircumcised” by Jews who are physically circumcised.","Sapagkat tayo'y kanyang pinakamahusay na gawa, na nilalang kay Cristo Jesus para sa mabubuting gawa, na inihanda ng Diyos nang una pa upang siya nating lakaran.","Kaya't alalahanin ninyo na kayo ay mga Hentil noon ayon sa laman, na tinatawag ng mga Judio na mga di-sinunat sa pamamagitan ng sinunat sa laman."
"When the three hundred trumpets sounded, the LORD turned the swords of fellow soldiers against each other throughout the whole camp. The camp fled as far as Beth-shittah toward Zererah, to the border of Abel-meholah, beside Tabbath.","At ang hukbo ng Israel ay tinipon mula sa Neftali, sa Aser, at sa buong Manases, at kanilang hinabol ang Midian.","At nang ang tatlong daang trumpeta ay tumunog, ang Panginoon ay nagbalik ng mga tabak ng kanilang mga kasama laban sa isa't isa sa buong kampo; at ang kampo ay tumakas hanggang sa Beth-shitta patungo sa Zera, hanggang sa hangganan ng Abel-mehola sa tabi ng Tabat."
"If you belonged to the world, the world would love you as its own. However, I have chosen you out of the world, and you don’t belong to the world. This is why the world hates you.","Kung kayo'y taga-sanlibutan, iibigin kayo ng sanlibutan na parang sa kanya. Ngunit dahil kayo'y hindi taga-sanlibutan, kundi kayo'y pinili ko mula sa sanlibutan, kaya napopoot sa inyo ang sanlibutan.","Kung kayo'y kabilang sa sanlibutan, ang sanlibutan ay magmamahal sa inyo bilang kanyang sariling; ngunit kayo'y hindi bahagi ng sanlibutan, sapagkat pinipili ko kayo mula sa sanlibutan, kaya't kayo'y pinupuri ng sanlibutan."
those who believe are the children of Abraham.,Kaya't inyong nakikita na ang mga sumasampalataya ay mga anak ni Abraham.,Ang mga mananampalataya ay mga anak ni Abraham.
"It stood between Egypt’s camp and Israel’s camp. The cloud remained there, and when darkness fell it lit up the night. They didn’t come near each other all night.","Ito ay lumagay sa pagitan ng hukbo ng Ehipto at ng hukbo ng Israel. Mayroong ulap at kadiliman, gayunma'y binigyan sila ng liwanag sa gabi at ang isa't isa ay hindi nagkalapit sa buong magdamag.","Ito'y tumayo sa pagitan ng hukbo ng mga taga-Ehipto at ng hukbo ng mga Israelita, at ang ulap ay nanatili roon, at nang malamig ito ay lumiliwanag sa gabi, at sila'y hindi umalapit sa isa't isa sa buong gabi."
