ceb	en
nabawi ni David ang tanan nga nailog sa mga amalekanhon ug giluwas ni David ang iyang duha ka asawa.	David recovered everything the Amalekites had taken, including his two wives.
ug mao nga sukad niadtong adlawa, gihimo niya kini nga usa ka lagda ug usa ka tulumanon alang sa Israel hangtod karon.	David made this a statute and ordinance for Israel from that day to this.
sa aroer, sa sifmot, sa estemoa,	to those in aroer, siphmoth, eshtemoa
sa racal, sa mga siyudad sa mga kaliwat ni jerameel ug sa mga siyudad sa mga kenihanon,	and rakal; to those in the towns of the jerahmeelites and the kenites;
sa horma, sa borasan, sa atac,	to those in hormah, bor ashan, athak
sa Hebron ug sa tanang dapit nga giadtoan ni David ug sa iyang mga tawo.	and Hebron; and to those in all the other places where he and his men had roamed.
apan sa diha nga ang mga nagpuyo sa jabesgilead nakadungog sa gibuhat sa mga filistihanon kang Saul,	when the people of jabesh Gilead heard what the Philistines had done to Saul,
sa kanunay nagpasalamat kami sa Dios tungod kaninyong tanan, kanunay namo kamong gilakip sa among mga pagampo,	we always thank God for all of you and continually mention you in our prayers.
mga igsoong hinigugma sa Dios, kami nasayod sa inyong pagkapinili,	for we know, brothers and sisters loved by God, that he has chosen you,
tungod niana kamo nahimong panagingnan sa tanang mga magtutuo sa Macedonia ug sa acaya.	and so you became a model to all the believers in Macedonia and achaia.
kay kamo, mga igsoon, sayod nga ang among pagduaw kaninyo wala makawang,	you know, brothers and sisters, that our visit to you was not without results.
kay ang among hangyo wala maggikan sa sayop o sa kahugaw o diha sa limbong,	for the appeal we make does not spring from error or impure motives, nor are we trying to trick you.
kay kami naninguha gayod sa paganha diha kaninyoako si Pablo sa makadaghanapan gisanta kami ni satanas.	for we wanted to come to youcertainly i, Paul, did, again and againbut satan blocked our way.
kay kamo mao ang among himaya ug kalipay.	indeed, you are our glory and joy.
busa sa wala na kami makaantos, gihunahuna namo nga maayong magpabilin sa atenas nga kami na lang,	so when we could stand it no longer, we thought it best to be left by ourselves in Athens.
tungod niini, nahupay kami mga igsoon, tungod kaninyo bisan sa tanan namong mga kaguol ug kasakit, pinaagi sa inyong pagtuo.	therefore, brothers and sisters, in all our distress and persecution we were encouraged about you because of your faith.
kay buhi kami karon kon kamo maligong nagbarog diha sa Ginoo.	for now we really live, since you are standing firm in the Lord.
ug hinaot nga ang atong Dios ug amahan gayod ug ang atong ginoong Jesus magtultol sa among dalan nganha kaninyo,	now may our God and father himself and our Lord Jesus clear the way for us to come to you.
kay kamo nahibalo na unsa ang mga pahimangno nga among gihatag kaninyo pinaagi sa ginoong Jesus.	for you know what instructions we gave you by the authority of the Lord Jesus.
kay mao kini ang kabubuton sa Dios, ang inyong pagkabalaan: nga kamo maglikay sa salawayong pakighilawas,	it is gods will that you should be sanctified: that you should avoid sexual immorality;
nga ang matag usa kaninyo mahibalo unsaon sa pagpangasawa diha sa pagkabalaan ug kadungganan,	that each of you should learn to control your own body in a way that is holy and honorable,
dili diha sa tinguha sa kaulag sama sa mga gentil nga wala makaila sa Dios,	not in passionate lust like the pagans, who do not know God;
kay ang Dios wala magtawag kanato alang sa kahugawan, kondili sa pagkabalaan.	for God did not call us to be impure, but to live a holy life.
busa lipaya ninyo ang usa ug usa pinaagi niining mga pulonga.	therefore encourage one another with these words.
kay kamo nasayod na pagayo nga ang adlaw sa Ginoo moabot ra unya sama sa kawatan sa kagabhion.	for you know very well that the day of the Lord will come like a thief in the night.
apan, mga igsoon, kamo wala diha sa kangitngit nga ang maong adlaw makapakurat kaninyo sama sa usa ka kawatan.	but you, brothers and sisters, are not in darkness so that this day should surprise you like a thief.
kay kamong tanan mga anak sa kahayag ug mga anak sa adlaw. dili kita iya sa kagabhion o sa kangitngit,	you are all children of the light and children of the day. we do not belong to the night or to the darkness.
busa, dili kita mangatulog, sama sa uban, hinuon magtukaw kita ug magmaugdang.	so then, let us not be like others, who are asleep, but let us be awake and sober.
kay sila nga nangatulog nangatulog man sa kagabhion, ug sila nga nangahubog nangahubog man sa kagabhion.	for those who sleep, sleep at night, and those who get drunk, get drunk at night.
nga namatay alang kanato aron nga bisan nagmata kita o natulog, kita mabuhi uban kaniya.	he died for us so that, whether we are awake or asleep, we may live together with him.
busa pagdinasigay kamo ug ligona ninyo ang usa ug usa, sama sa inyong gibuhat karon.	therefore encourage one another and build each other up, just as in fact you are doing.
paglipay kamo sa kanunay,	rejoice always,
pagampo kamo sa walay paghunong,	pray continually,
ayaw ninyo palonga ang espiritu,	do not quench the spirit.
ayaw ninyo tamaya ang mga pagpropesiya,	do not treat prophecies with contempt
sutaa ninyo ang tanang butang, hupti ninyo ang maayo,	but test them all; hold on to what is good,
likayi ang tanang matang sa daotan.	reject every kind of evil.
siya nga nagtawag kaninyo kasaligan ug siya magbuhat gayod niini.	the one who calls you is faithful, and he will do it.
mga igsoon, pagampo kamo alang kanamo.	brothers and sisters, pray for us.
ipangumosta kami sa tanang mga igsoon pinaagi sa balaang halok.	greet all gods people with a holy kiss.
ako magtugon kaninyo, pinaagi sa Ginoo, nga kining sulata basahon ngadto sa tanang kaigsoonan.	i charge you before the Lord to have this letter read to all the brothers and sisters.
ang grasya sa atong ginoong jesucristo maguban kaninyo.	the grace of our Lord Jesus Christ be with you.
pipila kanila ang mibiya gikan niini ug nahisalaag ngadto sa walay kapuslanang pagpanulti,	some have departed from these and have turned to meaningless talk.
kita nasayod nga ang balaod maayo, kon ang matag usa maggamit niini subay sa balaod	we know that the law is good if one uses it properly.
kini maayo ug makapahimuot sa pananaw sa Dios nga atong manluluwas,	this is good, and pleases God our savior,
nga nagtinguha nga ang tanang tawo maluwas ug makaabot sa kahibalo sa kamatuoran.	who wants all people to be saved and to come to a knowledge of the truth.
kay adunay usa ka Dios ug adunay usa ka tigpataliwala sa Dios ug sa mga tawo nga mao ang tawo nga si Cristo Jesus	for there is one God and one mediator between God and mankind, the man Christ Jesus,
kondili pinaagi sa mga maayong buhat, ingon nga maoy angay sa mga babayeng nagpaila sa pagkadiosnon.	but with good deeds, appropriate for women who profess to worship God.
ang babaye kinahanglang magkaton diha sa kahilom uban sa tanang pagkamasinugtanon.	a woman should learn in quietness and full submission.
dili ako motugot nga ang babaye magtudlo o magbuot sa mga lalaki, kinahanglang magpakahilom siya.	i do not permit a woman to teach or to assume authority over a man; she must be quiet.
kay si adan mao ang una nga gibuhat, unya si eva	for Adam was formed first, then Eve.
ug si adan wala malimbongi kondili ang babaye mao ang gilimbongan ug nahimong malinapason.	and Adam was not the one deceived; it was the woman who was deceived and became a sinner.
dili palahubog, dili tigpangdapat hinuon lumo, dili palaaway, ug dili mahigugmaon ug salapi.	not given to drunkenness, not violent but gentle, not quarrelsome, not a lover of money.
kinahanglan nga siya dili bago pang nakabig, kay tingali unya ug magpagarbo siya ug mahulog ngadto sa paghukom sa yawa.	he must not be a recent convert, or he may become conceited and fall under the same judgment as the devil.
kinahanglan nga magbaton sila sa misteryo sa pagtuo uban sa hinlo nga tanlag.	they must keep hold of the deep truths of the faith with a clear conscience.
ug kinahanglan usab nga pamatudan una sila, unya kon walay ikasaway kanila, paalagara sila.	they must first be tested; and then if there is nothing against them, let them serve as deacons.
naglaom ako nga sa dili madugay moanha ako kanimo, apan gisulat nako kining maong mga butang aron nga	although i hope to come to you soon, i am writing you these instructions so that,
kay kini gibalaan man pinaagi sa pulong sa Dios ug sa pagampo.	because it is consecrated by the word of God and prayer.
ang maong pulong kasaligan ug takos nga dawaton sa hingpit.	this is a trustworthy saying that deserves full acceptance.
isugo ug itudlo kining mga butanga.	command and teach these things.
buhata kining mga butanga ug igahin ang imong kaugalingon alang niini aron ang imong paguswag madayag sa tanan.	be diligent in these matters; give yourself wholly to them, so that everyone may see your progress.
pasidunggi ang mga biyuda nga tinuod nga mga biyuda.	give proper recognition to those widows who are really in need.
apan ang biyuda nga nagkinabuhi diha sa pagpatuyang sa kaugalingon, patay na bisan buhi pa siya.	but the widow who lives for pleasure is dead even while she lives.
isugo kini aron dili sila masaway.	give the people these instructions, so that no one may be open to blame.
ug sa ingon niana ilang mahiagoman ang silot tungod sa paglapas sa ilang unang panaad.	thus they bring judgment on themselves, because they have broken their first pledge.
kay aduna nay pipila kanila nga nahisalaag ngadto sa pagsunod kang satanas.	some have in fact already turned away to follow satan.
ayaw pagdawat ug bisan unsang sumbong batok sa usa ka pangulo gawas kon adunay duha o tulo ka saksi.	do not entertain an accusation against an elder unless it is brought by two or three witnesses.
mahitungod niadtong nagpadayon sa pagpakasala, badlonga sila sa atubangan sa tanan aron ang uban makabaton ug kahadlok.	but those elders who are sinning you are to reprove before everyone, so that the others may take warning.
ayaw na paginom ug tubig lamang, kondili inom ug diyotay nga bino alang sa imong kutokuto ug sa imong kanunay nga pagsakit.	stop drinking only water, and use a little wine because of your stomach and your frequent illnesses.
ang mga maayong binuhatan usab dayag kaayo, ug bisan pa kon dili, kini dili magpabilin nga natago.	in the same way, good deeds are obvious, and even those that are not obvious cannot remain hidden forever.
hinuon adunay dakong makuha diha sa pagkadiosnon nga inubanan sa katagbawan,	but godliness with contentment is great gain.
kay wala kitay bisan unsa nga gidala nganhi sa kalibotan ug dili kita makadala ug bisan unsa,	for we brought nothing into the world, and we can take nothing out of it.
apan kon kita adunay makaon ug ikabisti, niining mga butanga matagbaw na kita.	but if we have food and clothing, we will be content with that.
kinahanglan nga magbuhat sila ug maayo, magpadato sa mga maayong binuhatan, andam sa pagtabang ug manggihatagon.	command them to do good, to be rich in good deeds, and to be generous and willing to share.
mainyo ang grasya ug kalinaw nga gikan sa Dios nga atong amahan ug gikan sa ginoong jesucristo.	grace and peace to you from God our father and the Lord Jesus Christ.
tungod kay ako masaligon man niini, gitinguha ko nga mouna paganha diha kaninyo aron kamo makabaton sa duha ka pilo nga kalipay.	because i was confident of this, i wanted to visit you first so that you might benefit twice.
ingon nga ang Dios kasaligan, ang among pulong kaninyo dili “oo” ug unya “dili.”	but as surely as God is faithful, our message to you is not “yes” and “no.”
apan ang Dios mao ang nagligon kanamo uban kaninyo diha kang Cristo, ug ang nagdihog kanamo.	now it is God who makes both us and you stand firm in Christ. he anointed us,
kay ako nakahukom nga dili na lang moanha kaninyo pagusab diha sa kasubo.	so i made up my mind that i would not make another painful visit to you.
kay kon ako makapasubo man kaninyo, kinsa man unya ang molipay kanako kondili ang gipasubo nako?	for if i grieve you, who is left to make me glad but you whom i have grieved?
alang sa maong tawo, igo na ang silot nga gipahamtang kaniya sa kadaghanan kaninyo,	the punishment inflicted on him by the majority is sufficient.
busa kinahanglan nga karon inyo na siyang pasayloon ug hupayon, kay tingali unya ug masubrahan siya sa kaguol.	now instead, you ought to forgive and comfort him, so that he will not be overwhelmed by excessive sorrow.
