msb	hil
Kay kita tanan maatubang kan Cristo agod husgaran niya. Tapos an kada usad makabaton sin naaangay sa iya sa tanan na ginhimo niya didi sa duta bisan sa maayo o sa maraot.	Kay tanan kita dapat mag-atubang kay Cristo, agod pagahukman niya. Ang tagsatagsa magabaton sang nagakaigo sa iya, suno sa iya binuhatan nga maayo ukon malain, sa iya lawasnon nga pagkabuhi.
Kaya ngani, tungod kay aram namon an kahadlok sa Ginoo, nagapirit kamiʼn mga tawo. Aram san Dios kun nano kamiʼn klaseʼn tawo kag nagalaom kami na aram man niyo ina.	Nahibaluan namon kon ano ang pagkahadlok sa Ginoo, gani ginatinguhaan namon ang paghaylo sang mga tawo. Ang Dios nakakilala gid sa amon kag nagalaom ako nga kamo nakakilala gid sa akon sa inyo mga tagipusoon.
Dili man gihapon namon ginahambog an amon sadiri sa iyo kundi gusto lang namon na hatagan kamo sin ikakahambog manungod sa amon agod may ikasabat kamo sa mga tawo na nagaparahambog sa inda panlabas na hitsura kag dili sa sulod san tagipusuon.	Indi ini pagpadayaw liwat sang amon kaugalingon sa inyo, kundi ginahatagan namon kamo sing maayo nga rason nga mapabugal ninyo kami, agod sarang ninyo masabat ang mga nagapabugal nahanungod sang hitsura sang tawo, kag indi sang iya pamatasan.
Kun bagaʼn nabubuang kami ina alang-alang sa Dios. Kun nasa tama an amon kaisipan ina alang-alang sa iyo	Buangbuang gid bala kami? Ini tungod sa Dios. Ukon husto bala ang amon panghunahuna? Ini tungod sa inyo.
kay an pagkamuot ni Cristo an nagadara sa amon kay nakasiguro na kami na may usad na nagpakamatay para sa tanan na katawuhan kaya sinda tanan makibahin sa iya pagkamatay.	Kay ginagamhan kami sang gugma ni Cristo, karon nga nakilala namon nga may isa ka tawo nga napatay para sa tanan nga mga tawo, kag ini nagakahulogan nga ang tanan nga mga tawo nagapakig-ambit sa iya kamatayon.
Niyan, namatay siya para sa inda tanan agod dili na magapadayon na mabuhay sa inda sadiri kundi para na lang gayod sa iya na namatay kag nabuhay gihapon alang-alang sa inda.	Napatay sia para sa tanan nga mga tawo, agod ang mga nagakabuhi indi na dapat magkabuhi para sa ila kaugalingon, kundi para lang sa iya nga napatay kag ginbanhaw tungod sa ila.
Kaya tuna yana, wara na kamiʼn ginahusgaran bisan sin-o susog sa paghusgar san tawo. Bisan ngani kasadto sugad sana an pagkita namon kan Cristo, niyan dili na.	Gani, wala na kami nagahukom sa bisan kay sin-o suno sa tawhanon nga talaksan. Bisan nga sang una naghukom kami kay Cristo suno sa tawhanon nga talaksan, karon wala na kami nagahimo sina.
Kun sugad, an ada sa pakig-usad kan Cristo bag-o na na tawo. Naglipas na an dati, nag-abot na an bag-o.	Ang bisan sin-o nga nahiusa kay Cristo bag-o na nga tinuga, ang daan nga kabuhi wala na, ang bag-o nga kabuhi nagsugod na.
Ini tanan ginhimo na san Dios. San kaaway pa kita niya, ginpabalik niya kita sa iya sadiri paagi kan Cristo. Tungod sani ginpalabi kami agod makapagpasiro man san iba na mga tawo sa iya.	Ini tanan ginhimo sang Dios, nga paagi kay Cristo nangin-abyan niya kita bisan nga sang una anay mga kaaway niya kita, kag naghatag sa aton sang katungdanan sa paghimo sa iban nga iya man mga abyan.
An gusto sabihon sana an mga tagakinab-an ginapabalik san Dios sa iya sadiri paagi kan Cristo kag ginapatawad niya sinda sa inda mga kasal-an. Niyan ginpaniwala naman sa amon an mensahe san pakigsiruan.	Amo ini ang amon mensahe nga ang Dios naghimo sang tanan nga mga tawo nga iya mga abyan paagi kay Cristo. Ang Dios wala mag-isip sang ila mga sala batok sa ila, kag naghatag sia sa amon sang mensahe kon paano niya sila mahimo nga mga abyan.
Kaya mga sugo kami ni Cristo kag bagaʼn nakikisurmaton an Dios paagi sa amon. Kaya nakimaluoy kami sa iyo alang-alang kan Cristo: makigsiro na kamo sa Dios.	Gani, yari kami karon nagahambal para kay Cristo. Kag subong nga ang Dios gid nagapakitluoy sa tanan nga mga tawo paagi sa amon, nagapakitluoy man kami sa inyo sa ngalan ni Cristo nga pahanugotan ninyo ang Dios, sa paghimo sa inyo nga mga abyan niya bisan nga sang una anay mga kaaway niya kamo!
Si Cristo na waraʼn kasal-an ginsugo san Dios sa kinab-an agod magin sakripisyo para sa aton kasal-an. Niyan, makabahin kita san katanusan san Dios sa pakig-usad kan Cristo.	Si Cristo wala gid sing sala, pero tungod sa aton ginpatungod sang Dios sa iya ang aton mga sala, agod sa aton paghiusa sa iya, mabaton kita sang Dios.
Niyan, bilang mga katrabaho san Dios nakimaluoy kami sa iyo na dili niyo pagsayangon an pagkaluoy san Dios sa iyo.	Gani, sa aton pagpangabudlay kaupod sa Dios, nagapakitluoy kami sa inyo nga indi ninyo pag-usikan ang kaayo sang Dios nga inyo nabaton.
Kay amo ini an sinabi niya:	Pamatii ninyo ang ginasiling sang Dios:
“Sa tama na panahon akon kamo ginpamatian, kag ginbuligan ko kamo sa adlaw san pagkasalbar.”	“Ginpamatian ko ikaw sang nag-abot ang tion nga ipakita ko sa imo ang akon kaayo,
Pamati kamo! Yana na an tama na panahon. Yana na an adlaw san pagkasalbar.	ginbuligan ko ikaw sang nag-abot ang adlaw nga ikaw luwason ko.”
Ginatalinguha namon na waraʼn mapakasala bisan sin-o agod waraʼn masasabi sa amon pagsisirbe sa Ginoo.	Magpamati kamo! Amo ini ang tion sa pagbaton sang kaayo sang Ginoo, amo ini ang adlaw sang kaluwasan!
Kundi sa tanan na paagi nagapakita kami na mga uripon kami san Dios. Halimbawa, paagi san dako na pagkamatiniuson, sa kasakitan, kalisudan kag kalamidad.	Indi kami luyag nga ang bisan sin-o may isaway sa amon pag-alagad, gani wala kami nagasablag sa dalanon ni bisan sin-o.
Ginparalo kami, ginpriso kag ginsaramok san mga katawuhan. Nagpagal kami, nagtios sin pagpuka kag gutom.	Sa baylo, sa tanan nga amon ginahimo, ginapakita namon nga mga alagad kami sang Dios, paagi sa amon pagbatas sang mga kahul-anan, mga kabudlayan, kag mga kasakitan nga may pagpailob.
Ginpamatuudan man namon na mga uripon kami san Dios paagi san amon pagkamalinison san isip, pagkaaram, pagkamapinasensyahon kag pagkamaluluy-on. Paagi naman sa paggiya san Espirito Santo, amo man san amon tunay na pagkamuot,	Nakaagi kami bunal, bilanggo, kag ginpulihan sang mga tawo. Nakaagi kami sing tama nga pagpangabudlay kag wala tulogtulog kag wala kaunkaon.
matuod na panurmatunon kag sa gahom san Dios. Igwa kami sin katanusan bilang armas namon sa pagdayoʼn away kag pagdepensa.	Paagi sa kaputli, sa ihibalo, sa pagpaumod, sa kalulo, ginpakita namon nga mga alagad kami sang Dios—sa gahom sang Espiritu Santo, sa amon matuodtuod nga paghigugma,
Ginahirimo namon ina bisan kami ginagalangan o ginadaug-daog, bisan kami ginatuya-tuya o ginadayaw. Bisan ngani ginapasibanghudan kamiʼn mga manluluko, nagasurmaton gihapon kami san kamatuudan.	sa amon mensahe sang kamatuoran, kag sa gahom sang Dios. Ang amon pagkamatarong amo ang amon hinganiban sa pagsalakay sang amon kaaway kag sa pag-apin sang amon kaugalingon.
Kilala kami san tanan pero bagaʼn waraʼn nagakilala sa amon. Baga kamiʼn patay na pero kitaa niyo, padayon kami na nabubuhay. Ginakastigo kami pero dili ginapatay.	Ginpasidunggan kami kag gintamay, ginpakahuy-an kag gindayaw. Ginkabig kami nga mga butigon, bisan pa nga nagahambal kami sang kamatuoran,
Bisan mamunduon kami, pirme naman malipayon. Mga pobre kami pero damo an pinayaman namon. Mga wara-wara gayod kami pero tagsadiri kami san tanan.	nga wala makilal-i, pero kilala kami sang tanan, yara sa katalagman sang kamatayon, pero inyo gid makita nga kami nagakabuhi sa gihapon. Bisan ginsilutan kami, pero wala kami mapatay,
Nagsurmaton kami sa iyo na mga taga-Corinto sin diretsuhan. Ginsumat namon sa iyo an sa sulod san amon tagipusuon.	ginpaantos kami, pero malipayon kami sa gihapon, daw imol kami, pero ginapamanggad namon ang madamo nga mga tawo, daw wala kami sing pagkabutang, pero sa pagkamatuod nagaangkon kami sang tanan.
Dili kami kulang sin pagkamuot sa iyo kundi kamo an kulang sin pagkamuot sa amon.	Hinigugma nga mga abyan sa Corinto! Wala sing lipudlipod ang amon paghambal sa inyo, kag ang amon tagipusoon bukas sa inyo.
Kaya nakisurmaton ako sa iyo bilang mga sadiri ko na anak, ipakita man niyo an pareho na baratyagon na ginpakita namon sa iyo. Kamut-an man niyo kami.	Wala kami nagkulang sang amon paghigugma sa inyo, kundi kamo ang nagkulang sang inyo paghigugma sa amon.
Dili kamo makiusad sa mga dili nagatuod. Kay pan-o makipadis an katanusan sa karautan? O pan-o makikibiyo an kapaw-an sa kadulman?	Nagahambal ako karon subong nga daw mga kabataan ko kamo: ipakita sa amon ang amo man nga balatyagon nga amon ginabatyag para sa inyo. Ipakita ang inyo paghigugma sa amon.
Makauyon daw si Cristo sa Dyablo? Pan-o makikibiyo an mga katuruod sa mga dili katuruod?	Indi kamo magtinguha sa pagpangabudlay kaupod sa mga di-tumoluo, kay indi ini mahimo. Kay ano ang pag-updanay sang matarong kag malaut? Ano bala ang pag-updanay sang kadudulman kag kapawa?
Nano, parareho an templo san Dios kag san templo san mga diosdiosan? Kita an templo san buhay na Dios susog san ginsabi ngani san Dios mismo,	Ano bala ang paghisugot ni Cristo kag sang Yawa? Ano bala ang paghisugot sang tumoluo kag di-tumoluo?
“Maistar ako sa inda kag mamumuhay na kaupod ninda. Ako an magigin Dios ninda kag magigin katawuhan ko sinda.”	Ano bala ang pagsinanto sang templo sang Dios sa mga diosdios? Kay kita amo ang templo sang Dios nga buhi! Subong nga ang Dios gid nagsiling:
Kaya naman sinabi san Ginoo,	“Magaestar
“Bayaan niyo sinda kag makibulag sa inda. Sa nano man na maati dili magdutdot kamo kay agod akuon ko kamo.”	kag magapakig-upod ako sa ila,
“Magigin Ama ako niyo, kag kamo magigin mga anak ko, sabi san pinakamakagagahom na Ginoo.”	ako mangin-ila Dios,
Kaya ngani, mga namumut-an, kay adi sa aton ini na mga panuga, linison ta an aton sadiri sa tanan na kaatian na sala san lawas kag espirito. Talinguhaon ta na magpakabanal sin biyo paagi sa pagapamuhay na may pagkahadlok kag paggalang sa Dios.	Mga hinigugma nga mga kautoran, ini tanan nga mga saad ginhatag sa aton. Gani, tinloan ta ang aton kaugalingon sang tanan nga nagahigko sang lawas kag sang espiritu, kag magtinguha kita nga magbalaan sing bug-os, paagi sa aton kabuhi nga may pagtahod sa Dios.
Akua niyo kami kay wara man kamiʼn sala sa iyo. Wara man kamiʼn ginpakasala bisan sin-o sa iyo kag wara naman kamiʼn ginbintahaan sa iyo.	Batuna ninyo kami sa inyo mga tagipusoon. Wala kami makahimo sing malain sa bisan kay sin-o, wala kami sing may nahalitan kag wala man kami nagpamintaha bisan kay sin-o.
Dili ko ini ginasabi agod kondinaron kamo kay sinabi ko na ngani sa iyo na kamo pirme adi sa tagipusuon namon kag handa kami mabuhay o mamatay na kaupod niyo.	Wala ako nagasiling sini sa pagpakalain sa inyo, kay subong sang ginsiling ko sang una, mahal gid kamo sa amon, kag bisan sa kabuhi ukon kamatayon nagaunongay kita.
Dako an pagsarig ko sa iyo. Ikakahambog ko man gayod kamo kag ginpakusog niyo an akon tagipusuon. Nagasobra an akon kalipay apisar san tanan ko na kasakitan.	Daku ang akon pagsalig sa inyo, kag ginapabugal ko gid kamo! Sa tunga sang amon mga kabudlayan, puno ako sing kaisog kag kalipay sa gihapon.
Bisan ngani san nakaabot kami sa Macedonia, wara kamiʼn pahuway. Damo na samok an naatubang namon. May pagsuay sa iba nasa patalibod kag may kahadlok sa amon buot.	Bisan nakaabot na kami sa Macedonia, wala gid kami sing pahuway. May mga kinagamo bisan diin, mga inaway sa palibot, kag kahadlok sa amon mga tagipusoon.
Pero an Dios na nagaliaw sa mga namumundo ginliaw kami paagi sa pag-abot ni Tito.	Pero ang Dios nga nagalipay sang mga nasub-an, naglipay sa amon sang pag-abot ni Tito.
Dili lang an pag-abot niya kundi dahilan san kaayuhan niyo sa iya. Kay sinabi niya sa amon an paghandom niyo sa akon, na ginakamundo kuno niyo an nangyari kag ginaisip gayod niyo ako pirme. Kaya lalo gayod ako nalipay.	Indi lang nga ang iya pag-abot ang naglipay sa amon, kundi ang iya man panugiron sang inyo paglipay sa iya. Ginsugiran niya kami kon daw ano kadako sang inyo handom sa pagpakigkita sa akon, kon daw ano ang inyo pagpangasubo, kag kon daw ano kahanda sa inyo sa pag-apin sa akon. Gani, mas malipayon pa gid ako karon.
Dili ako nagabasol na nakapamundo sa iyo an akon surat bisan ngani namundo ako san maaraman ko na nasakitan kamo sa akon mga sinabi. Pero kun sa bagay nadali man lang an iyo pagmundo.	Kay bisan nga yadtong akon sulat nagpasubo sa inyo, wala ako nagahinulsol nga ginsulat ko yadto. Ayhan naghinulsol man ako sang nakita ko nga ang akon sulat nagpasubo sa inyo sa malip-ot nga tion.
Niyan, dili na ako nalilipay kay nagkasarakitan kamo kundi kay ginbarasulan niyo an iyo sala na mga gawi. Ginakamundo niyo an kasal-an susog sa gusto san Dios, kaya dili naman kamo namon nasakitan.	Pero karon malipayon ako, indi tungod nga ginpasubo ko kamo, kundi tungod nga ang inyo kasubo nagbaylo sang inyo mga pagginawi. Yadto nga kasubo gingamit sang Dios, gani wala kami makahimo sa inyo sing malain.
An ginpamunduan san Dios an nakapabasol sin matuod kag nahuhuman sa pagkasalbar kag waraʼn kabasulan sana. Pero an kinab-anon na kamunduan nakapatay.	Kay ang kasubo nga ginagamit sang Dios nagadala sang pagbaylo sang tagipusoon nga nagapadulong sa kaluwasan, kag sa sina wala sing paghinulsol. Pero ang kasubo nga kalibutanon lamang nagadala sang kamatayon.
Niyan, kitaa an kaayuhan na ginhatag san kamunduan na hali sa Dios. Tungod sadto nagtalinguha kamo na mahali an mantsa san iyo ngaran, naurit kamo sa kasal-an kag nahadlok kamo sa kahuhumanan sani. Kitaa man na grabe na an ungod na paghandom niyo san bulig ko kag pagmalasakit sa akon. Mala ngani handa kamo sa pagdisiplina sa nagahimo sin kasal-an. Ginpakita niyoʼn hayag na wara kamoʼn sala sadto na bagay.	Tan-awa ninyo kon ano ang ginhimo sang Dios sining inyo kasubo: ini naghimo sa inyo nga magtinguha kag nagpahimulat sa inyo sa pagpamatuod nga wala kamo sing sayop! Daw ano ang inyo kaakig! Daw ano ang inyo pagkatublag sa mahimo nga resulta sini! Naghandom kamo nga magpasag-uli kita sa isa kag isa. Nagmanginmakugi kamo sa paghimo sang matarong kag nanginhanda kamo sa pagsilot sang sayop! Kamo mismo nagapakita nga wala kamo sing sayop sa sini nga butang.
Kaya, bisan nagsurat ako sa iyo dili idto alang-alang sa nagkasala o sa nahimuan sin sala kundi agod sa atubangan san Dios mahayag sa iyo an iyo pagkamalulot sa amon.	Gani, bisan nga ginpadala ko yadto nga sulat, ginhimo ko yadto, indi tungod sa nakasayop, ukon sa iya nga ginhimuan sing sayop. Sa baylo, ginsulat ko yadto sa pagpaathag sa inyo nga ang Dios nakahibalo kon daw ano ang inyo pagkabalaka sa amon.
Kaya nalilipay kami.	Amo ini ang kabangdanan nga nalipay kami.
Dili lang ina, kundi lalo kami na nalipay kay ginpalipay niyo si Tito sa ginhimo niyo na kaliawan sa iya.	Indi lang nga nalipay kami, kundi nagdugang pa gid ang amon kalipay tungod sang kalipay ni Tito, kay tanan kamo nagbulig sa paglipay sa iya.
Ginhambog ko kamo sa iya kag dili naman niyo ako binuyo. Pareho na matuod an ginsabi namon sa iyo, sugad man matuod an ginahambog namon kan Tito manungod sa iyo.	Gindayaw ko kamo sa iya, kag wala ninyo ako pagpakahuy-i. Matuod pirme ang ginahambal namon sa inyo. Sa amo man nga bagay, ang ginpabugal namon kay Tito napamatud-an.
Mas lalo na namumuot siya sa iyo lalo na gayod kun nadudumduman niya an pagkamatinumanon niyo kag an pag-istimar sa iya na may paggalang kag diosnon na pagkahadlok.	Gani ang iya paghigugma sa inyo nagadugang pa gid, sa nagadumdom sia kon daw ano ang inyo pagkahanda sa pagtuman sang iya ginsiling, kag sa inyo pagbaton sa iya nga may daku nga pagtahod.
Mga kamaranghod, gusto namon ipaaram sa iyo an manungod sa maayo na gawi na nangyari sa Macedonia tungod sa kaluoy san Dios sa mga nagatuod didto.	Mga utod, luyag namon nga makahibalo kamo kon daw ano kaayo ang nahimo sang Dios sa mga iglesia sa Macedonia.
Bisan grabe an inda pagtios, an nagsurobra ninda na kalipay kag grabe na kapobrehan nahuman sa biyo na pagigin mahinatagon ninda.	Ang pagtilaw nga ila inagihan tama gid kabudlay, pero daku gid ang ila kalipay, amo ina nga nagmaalwan gid sila sa ila paghatag, bisan nga tama gid sila kaimol.
Makapamatuod ako na naghatag sinda sa abot san makakaya ninda kag sobra pa sa makakaya. Tapos, sa sadiri na kabubut-on	Makasaksi ako nga naghatag sila sang tanan nila nga masarangan, kag sobra pa gani sina. Sa ila kaugalingon nga kabubot-on
nakisurmaton sin pirit na tugutan sinda makahatag man sin bulig sa mga kamaranghod sa pagtuod sa Jerusalem.	nagpangabay kag nagpamilit sila sa amon nga hatagan sila sing kahigayunan sa pagbulig sa mga tumoluo sa Judea.
Sobra sa amon ginalauman an inda hinimo. An una ninda ginhimo sa pagbuot san Dios ginhalad ninda an inda sadiri sa Ginoo kag pagkatapos sa amon man.	Ang ginhimo nila labaw sang sa amon ginpaabot! Nahauna, gintugyan nila ang ila kaugalingon sa Ginoo, kag dason gintugyan man nila ang ila kaugalingon sa amon sa pagtuman sang kabubot-on sang Dios.
Kaya ginhangyo namon kan Tito na, kay natunaan na, biyu-biyuon na lang niya ini na pagigin maluluy-on niyo.	Gani, ginpangabay namon si Tito sa pagpadayon sining hilikuton nga iya nasugoran kag buligan kamo sa pagtapos sining pinasahi nga bulohaton sang gugma.
Mabugana kamo sa tanan na bagay. Halimbawa, sa pagtuod, sa panunurmaton, sa kadunungan, sa kahigusan pagbulig kag sa pagkamuot niyo sa amon. Kaya gusto man namon na magmabugana kamo sani na grasya san pagkamahinatagon.	Manggaranon kamo sa tanan nga butang: sa pagtuo, sa paghambal, kag sa ihibalo, sa inyo kaluyag sa pagbulig, kag sa inyo paghigugma para sa amon. Gani, luyag namon nga kamo magmaalwan man sa sining mahigugmaon nga pag-alagad.
Dili ko ginsabi ini bilang sugo kundi ginakita-kita ko lang kun matuod man gayod an iyo pagkamuot. Kaya nakakumparar ako sa pagkamatinumanon san iba.	Wala ako nagahatag sing mga pagsulondan. Pero sa pagpakita sa inyo kon daw ano ang kaluyag sang iban sa pagbulig, luyag ko mahibaluan kon daw ano ka matuodtuod ang inyo paghigugma.
