msb,hil
"San natuman na san ginikanan ni Jesus an tanan susog sa Kasuguan san Ginoo, nag-uli na sinda sa inda sadiri na lungsod na Nazaret na sakop san Galilea.",Otsentay kwatro na ka tuig ang iya edad kag wala gid sia maghalin sa Templo. Sa adlaw kag gab-i nagasimba sia sa Dios nga nagapuasa kag nagapangamuyo.
Nagdako an bata kag nagin masarig kag madunong kag ginaataman siya sin maayo san Dios.,"Sa sadto gid nga takna nag-abot sia kag nagpasalamat sa Dios, kag nagpanugid sia nahanungod sa bata sa tanan nga mga tawo nga nagahulat sang paghilway sang Dios sa Jerusalem."
Tuig-tuig nakaugalian na san mga ginikanan ni Jesus na magpakadto sa Jerusalem para sa Pyista san Paskwa.,"Sang matuman na ni Jose kag ni Maria ang tanan suno sa Kasugoan sang Ginoo, nagbalik sila sa Nazaret sa ila ginaestaran nga banwa sa Galilea."
San dose anyos na siya nagpakadto sinda para sa Pyista pareho san dati na ninda na ginahimo.,"Ang bata nagtubo kag nagbakod, nga napun-an sang kaalam, kag ang Dios nahamuot sa iya."
San mauli na sinda pakatapos san Pyista si Jesus nagpabilin sa Jerusalem na waraʼn kaaraman an iya mga ginikanan.,Tuigtuig ang mga ginikanan ni Jesus nagakadto sa Jerusalem sa Piesta sang Pascua.
Nagahuna sinda na si Jesus kaupod san iba na nagaralakat. San mausad na ka adlaw an inda paglakat ginparahanap na ninda si Jesus sa inda mga igmanghod kag mga kakilala.,Sang dose na ka tuig ang edad ni Jesus nagpamiesta sila subong sang kinaandan nga ginahimo nila.
San wara na ninda makita nagbalik sinda sa Jerusalem na nagaparahanap sa iya bisan diin.,"Sang tapos na ang piesta nagpauli sila, pero ang bata nga si Jesus nagpabilin sa Jerusalem nga wala matalupangdi sang iya mga ginikanan."
"San ikatulo na ka adlaw nakita ninda si Jesus sa templo. Didto nagaingkod siya kaurupod san mga maestro san Kasuguan, nagapamati kag nagahinunga sa inda.","Naghunahuna sila nga yara man lang sia upod sa ila mga kaupdanan, gani nakapanglakaton na sila sing isa ka adlaw kag dayon ginpangita nila sia sa ila mga pariente kag mga abyan."
An tanan na nakabati sa iya nangawa san iya kadunungan kag mga panabaton.,"Wala nila sia makita, gani nagbalik sila sa Jerusalem sa pagpangita sa iya."
"San makita siya nginarat man an iya mga ginikanan. Pakatapos ginhunga siya san iya iloy, “Anak, nano kay sugad ka sana? Kitaa, kay nahandal kag nagparahanap kami sa imo.”",Sa ikatlo nga adlaw nakita nila sia sa Templo nga nagapungko upod sa mga manunodlo nga Judio nga nagapamati kag nagapamangkot sa ila.
"Ugaling ginhunga man sinda ni Jesus, “Nano kay ginaparahanap niyo ako? Dili ba niyo aram na dapat ako nasa balay man san akon Ama?”",Ang tanan nga nakabati sa iya natingala gid sa iya kaalam kag mga sabat.
Pero wara ninda masabuti an iya gusto sabihon.,"Natingala ang iya mga ginikanan sang makita nila sia, kag ginsingganan sia sang iya iloy, “Noy, ngaa man nga ginhimo mo ini sa amon? Tan-awa bala, nalisdan gid kami ni tatay mo sa pagpangita sa imo.”"
"Tapos, nag-uli siya kaupod na ninda pa-Nazaret kag didto masinunudon na sa inda pero an tanan ginsabuot na lang san iya iloy.","Nagsabat sia sa ila, “Ngaa bala nga ginapangita gid ninyo ako? Wala bala kamo makahibalo nga kinahanglan nga yara ako sa balay sang akon Amay?”"
"Nagdako si Jesus, nagdugang an iya kadunungan kag nakapalipay sa Dios kag sa mga tawo.",Pero wala sila makahangop sang ginhambal niya sa ila.
"Ikakinsi ka tuig san paghadi ni Tiberio Cesar, si Poncio Pilato amo man an gobernador san Judea. Si Herodes naman an namumuno san Galilea. An iya kamanghod na si Felipe amo an namumuno san lugar san Iturea kag Traconite kag si Lesanias amo man an namumuno san Abilinia.","Karon ika-15 na nga tuig sang paggahom ni Emperador Tiberio; si Poncio Pilato amo ang gobernador sang Judea, si Herodes ang pangulo sang Galilea, kag si Felipe nga iya utod ang pangulo sang rehiyon sang Iturea kag Traconite; si Lisanias ang pangulo sang Abilinia,"
Sani pa na panahon an mga namumuno san kapadian amo sinda Anas kag Caifas. Sani man nakaabot an tugon san Dios kan Juan na anak ni Zacarias didto sa disyerto.,kag si Anas kag si Caifas amo ang Pinakamataas nga mga Pari. Sa amo nga tion ang Dios nagpadala sang iya mensahe kay Juan nga anak ni Zacarias nga nagaestar sa desierto.
"Niyan, nagtukdo si Juan sa mga tawo sa mga probinsya sa magluyo san suba san Jordan na sinda magpabunyag sa pagpamatuod na nagbaya na sinda sa kasal-an agod patawadon sinda san Dios.","Gani nagpanglakaton sia sa bug-os nga kadutaan sang Jordan nga nagawali, “Untati ninyo ang pagpakasala kag magpabautiso, kag ang Dios magapatawad sang inyo mga sala.”"
"Manungod sani na tawo nasurat san propeta na si Isaias sa libro san iya mga ginsabi,",Ini suno sa ginsulat ni Isaias nga propeta sa iya libro:
“May nagasiyak sa disyerto,“May nagawali sang mabaskog sa desierto:
‘Preparara an agihan sa pag-abot san Ginoo.,"‘Amana ninyo ang alagyan para sa Ginoo,"
Tadunga an iya mga pagaagihan.,maghimo kamo sing tadlong nga dalan nga iya pagaagyan!
"An tanan na mga hamubo na lugar dapat abunuhan, pataga an tanan na mga kabukidan. An paliku-liko na mga agihan dapat tadungon kag dapat punuan an mga lubak-lubak na dalan.","Ang tagsa ka nalupyakan tampukan,"
"Pakatapos an magasalbar na hali sa Dios makikita san tanan na katawuhan.’,”","ang tagsa ka bukid kag bakulod tapanon,"
"Kaya sinabihan ni Juan an kadamuan na nagkaradto agod magpabunyag sa iya, “Kamo na bagaʼn mga sawa, nano, ginaisip niyo na makadulag sa maabot na grabe na kaurit san Dios?","ang tiko nga mga dalan tadlungon,"
"Kun nagabasol kamo kag nagabaya san mga kasal-an maghimoʼn mga pagpamatuod sani kay basi iniisip niyo na dili na niyo kinahanglan magbaya san pagkasala pa kay si Abraham an iyo kalulululuhi kaya masasalbar na kamo. Ayaw kamo pag-isip sana. Ginasiguro ko sa iyo na bisan mga kalahi kamo ni Abraham kinahanglan niyo magbasol kag magbaya san pagkasala. Kun habo kamo, kaya san Dios na makahimo sin tunay na mga kalahi ni Abraham hali sani na mga bato didi imbes sa iyo.",kag ang batsihon nga mga dalan kaayuhon.
"Niyan, bagaʼn mga kahoy kamo kag bisan ngani yana preparado na an wasay na iuutod sa gamot san mga kahoy. Idtoʼn dili nagabungaʼn matahom pupuludon kag igadabok.”",Ang tanan nga mga katawhan makakita sang kaluwasan sang Dios!’”
"Naghurunga sa iya an mga kadamuan, “Nano man gali an dapat namon himuon?”","Madamo nga mga tawo ang nagkadto kay Juan agod mabautisohan niya sila. Nagsiling sia sa ila, “Mga kaliwat sang man-og! Sin-o ang nagsiling sa inyo nga makapalagyo kamo sa silot sang Dios nga madali na lang mag-abot?"
"Nagsabat si Juan, “An duha an bado dapat ibahin niya an usad sani sa tawo na wara kag idtoʼn igwaʼn ginakaon amo man an iya himuon.”",Pamatud-i sa inyo mga buhat nga nagbiya kamo sa inyo mga sala. Indi kamo magsiling sa inyo mga kaugalingon nga si Abraham isa sang inyo mga kaliwat kay ginasiling ko sa inyo nga ang Dios makahimo sing mga kaliwat para kay Abraham halin sa sini nga mga bato!
"Igwa man sin mga parasukot san buwis na nagkaradto para magpabunyag kag naghunga sa iya, “Sir, saka kami, nano an dapat namon himuon?”",Ang Dios handa na sa pagwasay sang mga kahoy sa ila mga gamot. Gani ang tagsa ka kahoy nga wala nagapamunga sing maayo pagatapson kag idap-ong sa kalayo.”
"Ginsabat sinda ni Juan, “An tama lang gayod an isukot niyo.”","Ang mga tawo namangkot sa iya, “Ti, ano karon ang amon himuon?”"
"May mga suldados man na naghunga sa iya, “Saka kami gali? Nano man an dapat namon himuon?” Nagsabat siya, “Ayaw pagpangwarta paagi sa pakusugan o buwa na pag-akusar kundi kinahanglan na makontento kamo san iyo sweldo!”","Nagsabat sia, “Ang bisan sin-o sa inyo ang may duha ka panid nga bayu ihatag niya ang isa sa wala sing bayu, kag ang bisan sin-o sa inyo ang may kalan-on maghatag sa iya nga wala sing kalan-on.”"
"Niyan, sa dako na paglaom sa gintuga san Dios na maabot an Cristo nagahuna an katawuhan na basi si Juan amo siya,","May mga manugsukot sang buhis nga nag-abot sa pagpabautiso, kag nagpamangkot sila sa iya, “Manunodlo, ano ang himuon namon?”"
"pero ginsabat sinda tanan ni Juan, “Ako an nagapambunyag sa iyo paagi sa tubig pero igwaʼn maabot na mas makagagahom pa ki sa akon kaya dili ngani ako angay bisan maghubad san sintas san iya mga sandalyas. Siya an magabunyag sa iyo paagi sa Espirito Santo kag kalayo.","Nagsabat sia sa ila, “Indi kamo magsukot sing sobra sang sa ginasugo sa inyo.”"
Pagabulagon niya an mga maraot na tawo sa mga maayo pareho san paghimalid para ibulag an mga upa kag titipunon naman an mga humay sa kamalig. Pakatapos an mga upa susunugon niya sa dili mapaparong na kalayo.”,"May mga soldado nga nagpamangkot man sa iya, “Ti, kami iya, ano ang amon himuon?”"
"Niyan, paagi san damo pa na mga pakisurmaton gintukdo sa inda ni Juan an maayo na barita manungod kan Cristo.","Nagsabat sia sa ila, “Indi kamo magkuha sang kwarta bisan kay sin-o sa pakusog nga paagi ukon sa pagbutangbutang. Magkuntento kamo sang inyo sweldo.”"
Pero an namumuno na si Herodes ginparasaway ni Juan dahilan na ginasambay si Herodias na asawa na san kamanghod sani kag san iba pa na mga karautan na ginhimo.,"Nagdugang na gid ang pagpaabot sang mga tawo, kag nagpamangkot sila sa ila mga panghunahuna, kon si Juan bala amo na ayhan ang Cristo."
Ginpanamas pa ni Herodes ini tanan san ginpapriso niya si Juan.,"Gani si Juan nagsiling sa ila tanan, “Ginabautisohan ko kamo sang tubig, pero may isa nga magaabot nga mas gamhanan pa sang sa akon. Indi gani ako takos sa paghubad sang higot sang iya mga sandalyas. Pagabautisohan niya kamo sang Espiritu Santo kag sang kalayo."
Pero antes sani na pangyayari may adlaw na pakapabunyag san tanan na katawuhan didto kag pakatapos mismo pagbunyag kan Jesus. Myintras nagapangadyi siya nagbuka an langit kag,"Ginauyatan na niya ang iya inugpahangin sa pagpain sang tinggas sa upa. Dayon pagatipunon niya ang tinggas nga uyas sa iya bodega, pero pagasunogon niya ang upa sa kalayo nga indi gid mapalong.”"
"an Espirito Santo na nagapaitsura bagaʼn salampati naglusad pakadto sa iya. Pakatapos may boses na nabati hali sa langit, “Ikaw an akon palangga na Anak na ginakalipay ko gayod.”",Gani sa madamo kag nagkalainlain nga paagi nagwali si Juan sang Maayong Balita sa mga tawo.
San pagtuna ni Jesus pagtukdo mga 30 anyos na an iya edad. Anak siya ni Jose na amo ini an paghuna san mga tawo.,"Pero ginsaway niya si Herodes nga Gobernador tungod kay ginpuyo niya si Herodias nga asawa sang iya utod, kag tungod sang madamo nga mga kalautan nga nahimo niya."
Si Jose anak ni Eli,Dayon si Herodes naghimo pa gid sing malain nga butang paagi sa pagpabilanggo kay Juan.
na anak ni Matat. Ini si Matat anak ni Levi na anak ni Melqui kag si Melqui naman anak ni Jana na anak ni Jose.,"Karon sang mabautisohan na ang tanan nga mga tawo, si Jesus ginbautisohan man. Sang nagapangamuyo sia, nag-abri ang langit"
Si Jose anak ni Matatias na anak ni Amos. Ini si Amos anak ni Nahum na anak ni Esli. Si Esli anak ni Nage,"kag ang Espiritu Santo sa dagway sang pating nagkunsad sa iya. Dayon may isa ka tingog halin sa langit nga nagasiling, “Ikaw ang akon hinigugma nga Anak. Nalipay gid ako sa imo.”"
na anak ni Maat na anak ni Matatias. Si Matatias anak ni Semei na anak ni Jose. Si Jose anak ni Juda,"Sang pagsugod ni Jesus sang iya bulohaton mga traynta na ka tuig ang iya edad. Abi sang mga tawo, anak sia ni Jose nga anak ni Eli."
na anak ni Joana. Si Joana anak ni Resa na anak ni Zorobabel na anak ni Saltiel na anak ni Neri.,"Si Eli anak ni Matat, si Matat anak ni Levi, si Levi anak ni Melqui, si Melqui anak ni Jane, si Jane anak ni Jose,"
Si Neri anak ni Melqui na anak ni Adi. Ini si Adi anak ni Cosam na anak ni Elmodam na anak ni Er.,"si Jose anak ni Matitias, si Matatias anak ni Amos, si Amos anak ni Nahum, si Nahum anak ni Esli, si Esli anak ni Nagge,"
Si Er naman anak ni Josue na anak ni Eliezer na anak ni Jorim na anak naman ni Matat. Si Matat anak ni Levi,"si Nagge anak ni Maat, si Maat anak ni Matatias, si Matatias anak ni Semein, si Semein anak ni Jose, si Jose anak ni Joda,"
na anak ni Simeon na anak ni Juda kag ini si Juda anak naman ni Jose na anak ni Jonan na anak ni Eliaquim,"si Joda anak ni Joanan, si Joanan anak ni Resa, si Resa anak ni Zorobabel, si Zorobabel anak ni Salatiel, si Salatiel anak ni Neri,"
na anak ni Melea. Ini si Melea anak ni Mainan na anak ni Matat na anak ni Natan na anak ni David.,"si Neri anak ni Melqui, si Melqui anak ni Adi, si Adi anak ni Cosam, si Cosam anak ni Elmadam, si Elmadam anak ni Er,"
Si David anak ni Jesse na anak ni Obed kag si Obed anak naman ni Booz. Si Booz anak ni Salmon na anak ni Naason,"si Er anak ni Josue, si Josue anak ni Eliezer, si Eliezer anak ni Jorim, si Jorim anak ni Matat, si Matat anak ni Levi,"
na anak ni Aminadab na anak ni Admin. Si Admin anak naman ni Arni na anak ni Esrom na anak ni Fares. Ini si Fares anak ni Juda,"si Levi anak ni Simeon, si Simeon anak ni Judas, si Judas anak ni Jose, si Jose anak ni Jonam, si Jonam anak ni Eliaquim,"
na anak ni Jacob. Si Jacob anak ni Isaac na anak naman ni Abraham. Ini si Abraham anak ni Tare na anak ni Nacor.,"si Eliaquim anak ni Melea, si Melea anak ni Mena, si Mena anak ni Matata, si Matata anak ni Natan, si Natan anak ni David,"
Si Nacor anak ni Serug na anak ni Ragau na anak naman ni Peleg kag si Peleg anak ni Heber na anak ni Sala.,"si David anak ni Jesse, si Jesse anak ni Obed, si Obed anak ni Booz, si Booz anak ni Salmon, si Salmon anak ni Naason,"
"Si Sala anak ni Cainan na anak ni Arfaxad na anak ni Sem. Si Sem anak ni Noe na anak ni Lamec,","si Naason anak ni Aminadab, si Aminadab anak ni Admin, si Admin anak ni Arni, si Arni anak ni Ezron, si Ezron anak ni Fares, si Fares anak ni Juda,"
"na anak ni Metusalem na anak naman ni Enok. Si Enok anak ni Jared na anak ni Mahalaleel, na anak ni Cainan.","si Juda anak ni Jacob, si Jacob anak ni Isaac, si Isaac anak ni Abraham, si Abraham anak ni Tera, si Tera anak ni Nahor,"
Si Cainan anak ni Enos na anak naman ni Set kag si Set anak ni Adan na anak san Dios.,"si Nahor anak ni Serug, si Serug anak ni Reu, si Reu anak ni Peleg, si Peleg anak ni Eber, si Eber anak ni Sela,"
"Niyan, si Jesus nasa gahom san Espirito Santo na ada sa iya, naghali sa suba san Jordan kag gin-giyahan siya san Espirito pakadto sa disyerto. Adto siya didto sa sulod","Si Jesus nga napun-an sang Espiritu Santo nagbalik halin sa Jordan, kag gindala sia sang Espiritu sa desierto,"
san 40 ka adlaw na ginatintaran san demonyo. Sa sulod sadto na panahon nag-ayuno siya kag pakatapos ginutom.,"sa diin ginsulay sia sang Yawa sa sulod sang kwarenta ka adlaw. Wala sia magkaon sa sulod sina nga mga inadlaw, kag sa tapos sadto gingutom sia."
"Kaya sinabihan siya san demonyo, “Kun matuod na ikaw man gayod an Anak san Dios sugua ini na bato na magin tinapay.”","Ang Yawa nagsiling sa iya, “Kon ikaw ang Anak sang Dios, sugoa ining bato nga mangintinapay.”"
"Pero nagsabat si Jesus, “Nasurat sa Banal Na Kasuratan na, ‘Dili lang tinapay an makapabuhay sa tawo.’,”","Pero nagsabat si Jesus, “Ang kasulatan nagasiling, ‘Indi lamang sa tinapay mabuhi ang tawo.’”"
Pakatapos ginpasakat siya san demonyo sa hitaas na lugar kag sa usad lang na pagkipat ginpakita sa iya an tanan na kahadian san kinab-an,Dayon gindala sia sang Yawa sa isa ka mataas nga lugar kag ginpakita sa iya sa isa ka pamisok ang tanan nga mga ginharian sang kalibutan.
"kag sinabihan siya, “Ihahatag ko sa imo ini tanan na kagamhanan kag kabantugan sani na mga kahadian kay ini ginhatag sa akon kag ikakahatag ko sa magustuhan ko.","Nagsiling ang Yawa sa iya, “Ihatag ko sa imo ining tanan nga kagamhanan kag kamanggaran. Gintugyan ini tanan sa akon kag sarang ko ini mahatag sa bisan kay sin-o nga luyag ko hatagan."
Kaya kun pagasambahon mo ako ina tanan mapasa imo.”,Gani ini tanan mangin-imo kon magsimba ka sa akon.”
"Pero sinabat siya ni Jesus, “Nasurat sa Banal Na Kasuratan: ‘Sambahon mo an Ginoo na imo Dios kag siya lang gayod an imo dapat pagasirbihan.’,”","Nagsabat si Jesus, “Ang kasulatan nagasiling, ‘Magsimba ka sa Ginoo nga imo Dios kag sia lang ang imo alagaron!’”"
"Dinara naman siya san demonyo sa Jerusalem kag pinatindog sa alituktok san templo. Pakatapos sinabihan siya, “Kun matuod man gayod na ikaw an Anak san Dios lumukso ka hali didi,","Dayon gindala sia sang Yawa sa Jerusalem, kag ginpatindog sia sa pinakamataas nga bahin sang Templo kag nagsiling sa iya, “Kon ikaw ang Anak sang Dios, lukso ka paidalom."
"kay nasurat,","Kay ang kasulatan nagasiling, ‘Ang Dios magasugo sang iya mga anghel sa pagbantay sa imo’."
"‘Pagapabantayan ka niya sa iya mga anghel na atamanon ka,’","Kag nagasiling pa gid, ‘Bayawon ka nila sa ila mga kamot agod indi masamad bisan pa ang imo mga tiil sa mga bato.’”"
"kag usad pa,","Pero nagsabat si Jesus sa iya, “Ang kasulatan nagasiling, ‘Indi mo pagsulayon ang Ginoo nga imo Dios.’”"
"‘Pagahuyutan ka ninda agod bisan an imo mga tiil dili masakitan sa bato.’,”","Sang matapos sang Yawa ang tanan nga paagi sang pagsulay, ginbayaan niya anay si Jesus tubtob nga may kahigayunan na man sia."
"Pero ginsabat siya ni Jesus, “Nasurat na, ‘Dili mo dapat pagporbaran an Ginoo na imo Dios.’,”","Dayon si Jesus nagbalik sa Galilea, kag ang gahom sang Espiritu Santo yara sa iya. Ang balita nahanungod sa iya naglapnag sa palibot nga mga lugar."
"San maubos na san demonyo an tanan na paagi sa pagtintar sa iya, nagbaya an demonyo sa iya hasta naman na may panahon siya para matintaran gihapon.",Nagpanudlo sia sa ila mga sinagoga kag gindayaw sia sang tanan.
"Si Jesus na may gahom san Espirito Santo nagbalik sa Galilea. Nakalukop sa patalibod na mga lungsod an barita manungod sa iya,","Dayon si Jesus nagkadto sa Nazaret, sa diin sia nagdaku, kag sang Adlaw nga Inugpahuway nagkadto sia sa sinagoga suno sa iya kinaandan nga ginahimo. Nagtindog sia sa pagbasa sang mga Kasulatan"
kag pagtukdo niya sa mga sinagoga gin-umaw siya san tanan.,kag ginhatag sa iya ang libro ni Isaias nga propeta. Ginbukad niya ini kag nakita niya ang bahin diin nasulat ang masunod:
"Pag-abot ni Jesus sa Nazaret na iya gindak-an, nagsulod siya sa sinagoga sa Adlaw San Pagpahuway pareho san dati na niya ginahimo. Pagtindog niya para magbasa,","“Ang Espiritu sang Ginoo yari sa akon,"
