en	ceb
and Mikloth, who was the father of Shimeah. They too lived near their relatives in Jerusalem.	ug si Miklot nga mao ang amahan ni Simea. Kini sila nagpuyo atbang sa ilang mga kadugo sa Jerusalem, uban sa ilang mga kadugo.
The son of Jonathan: Merib-Baal, who was the father of Micah.	Ang anak nga lalaki ni Jonatan mao si Merib-baal ug si Merib-baal amahan ni Mica.
The sons of Micah: Pithon, Melek, Tarea and Ahaz.	Ang mga anak nga lalaki ni Mica: si Piton, si Melek, si Tarea ug si Ahas.
Moza was the father of Binea; Raphah was his son, Eleasah his son and Azel his son.	Si Mosa mao ang amahan ni Binea, si Rafa anak ni Binea, si Eleasa anak ni Rafa, si Asel anak ni Eleasa.
Those from Judah, from Benjamin, and from Ephraim and Manasseh who lived in Jerusalem were:	Ug pipila sa katawhan ni Juda, Benjamin, Efraim ug Manases namuyo sa Jerusalem:
The gatekeepers: Shallum, Akkub, Talmon, Ahiman and their fellow Levites, Shallum their chief	Ang mga tigbantay sa ganghaan: si Sallum, si Akub, si Talmon, si Ahiman ug ang ilang mga kadugo (si Sallum maoy pangulo),
In earlier times Phinehas son of Eleazar was the official in charge of the gatekeepers, and the Lord was with him.	Si Pinehas nga anak ni Eleasar mao ang pangulo nila sa miaging panahon, ug ang Ginoo nag-uban kaniya.
Zechariah son of Meshelemiah was the gatekeeper at the entrance to the tent of meeting.	Si Zacarias nga anak ni Meselemias mao ang tigbantay sa pultahan sa tolda nga tagboanan.
The gatekeepers were on the four sides: east, west, north and south.	Ang mga tigbantay sa ganghaan gibutang diha sa upat ka kilid, sa silangan, sa kasadpan, sa amihanan ug sa habagatan.
But some of the priests took care of mixing the spices.	Ang uban sa mga anak nga lalaki sa mga pari, nag-andam sa pagsagol sa mga panakot,
Jeiel the father of Gibeon lived in Gibeon. His wife’s name was Maakah,	Sa Gibeon nagpuyo ang amahan ni Gibeon nga si Jeiel, ug ang ngalan sa iyang asawa mao si Maaca.
and his firstborn son was Abdon, followed by Zur, Kish, Baal, Ner, Nadab,	Ug ang kamagulangan niyang anak nga lalaki mao si Abdon, unya si Zur, si Kis, si Baal, si Ner, si Nadab,
Gedor, Ahio, Zechariah and Mikloth.	si Gedor, si Ahio, si Zacarias ug si Miklot.
The son of Jonathan: Merib-Baal, who was the father of Micah.	Ug ang anak nga lalaki ni Jonatan mao si Merib-baal, ug si Merib-baal mao ang amahan ni Mica.
The sons of Micah: Pithon, Melek, Tahrea and Ahaz.	Ang mga anak nga lalaki ni Mica: si Piton, si Melek, si Tarea ug si Ahas.
Ahaz was the father of Jadah, Jadah was the father of Alemeth, Azmaveth and Zimri, and Zimri was the father of Moza.	Ug si Ahas mao ang amahan ni Jara, ug si Jara ni Alemet, ni Asmavet, ug ni Zimri. Ug si Zimri mao ang amahan ni Mosa.
Moza was the father of Binea; Rephaiah was his son, Eleasah his son and Azel his son.	Si Mosa mao ang amahan ni Binea, ug si Refaias anak ni Binea, si Eleasa anak ni Refaias ug si Asel anak ni Eleasa.
The fighting grew fierce around Saul, and when the archers overtook him, they wounded him.	Si Saul napiit sa gubat ug naapsan siya sa mga tigpana ug nasamdan siya sa mga tigpana.
When all the inhabitants of Jabesh Gilead heard what the Philistines had done to Saul,	Apan sa diha nga ang tibuok Jabes-gilead nakadungog sa tanan nga gibuhat sa mga Filistihanon ngadto kang Saul,
and did not inquire of the Lord . So the Lord put him to death and turned the kingdom over to David son of Jesse.	ug wala magpakisayod sa Ginoo . Busa ang Ginoo mipatay kaniya ug gihatag ang gingharian ngadto kang David nga anak ni Jesse.
David then took up residence in the fortress, and so it was called the City of David.	Si David mipuyo sulod sa kuta, busa gitawag nila kini nga siyudad ni David.
And David became more and more powerful, because the Lord Almighty was with him.	Ug si David nag-anam pagkagamhanan kay ang Ginoo sa mga panon nag-uban man kaniya.
Next to him was Eleazar son of Dodai the Ahohite, one of the three mighty warriors.	Sunod kaniya, usa sa tulo ka bantogang tawo, mao si Eleazar nga anak ni Dodo nga Ahohanon.
Such were the exploits of Benaiah son of Jehoiada; he too was as famous as the three mighty warriors.	Kining mga butanga gihimo ni Benaias nga anak ni Jehoiada, ug nabantogan ang iyang ngalan uban sa tulo ka bantogang tawo.
Other Benjamites and some men from Judah also came to David in his stronghold.	Ang ubang mga tawo sa banay ni Benjamin ug ni Juda nangadto sa kuta kang David.
David conferred with each of his officers, the commanders of thousands and commanders of hundreds.	Unya si David nagpakitambag sa mga tigmando sa linibo ug sa ginatos, sa matag pangulo.
The whole assembly agreed to do this, because it seemed right to all the people.	Ang tibuok katilingban nagkasabot sa pagbuhat niini kay ang butang matarong man sa mga mata sa tibuok katawhan.
These are the names of the children born to him there: Shammua, Shobab, Nathan, Solomon,	Kini mao ang mga ngalan sa mga anak nga iyang nabatonan didto sa Jerusalem: si Samua, si Sobab, si Natan, si Solomon,
Ibhar, Elishua, Elpelet,	si Ibhar, si Elisua, si Elpelet,
Nogah, Nepheg, Japhia,	si Noga, si Nefeg, si Jafia,
Elishama, Beeliada and Eliphelet.	si Elisama, si Beeliada ug si Elifelet.
Now the Philistines had come and raided the Valley of Rephaim;	Unya ang mga Filistihanon nangabot ug naghimo ug usa ka pagsulong didto sa walog sa Refaim.
The Philistines had abandoned their gods there, and David gave orders to burn them in the fire.	Ug ilang gibiyaan ang ilang mga dios didto ug si David nagsugo ug gipangsunog kini.
Once more the Philistines raided the valley;	Ang mga Filistihanon naghimo pag-usab ug usa ka pagsulong diha sa walog.
So David’s fame spread throughout every land, and the Lord made all the nations fear him.	Ang kabantog ni David miabot ngadto sa tanang kayutaan ug gibutang sa Ginoo ang pagkahadlok kaniya diha sa tanang kanasoran.
He called together the descendants of Aaron and the Levites:	Unya gitigom ni David ang mga anak nga lalaki ni Aaron ug ang mga Levihanon:
From the descendants of Kohath, Uriel the leader and 120 relatives;	gikan sa mga kaliwat ni Kohat, si Uriel nga pangulo, uban ang 120 sa iyang mga kaigsoonan;
from the descendants of Merari, Asaiah the leader and 220 relatives;	sa mga kaliwat ni Merari, si Asaias nga pangulo, uban ang 220 sa iyang mga kaigsoonan;
from the descendants of Gershon, Joel the leader and 130 relatives;	sa mga kaliwat ni Gerson, si Joel nga pangulo uban ang 130 sa iyang mga kaigsoonan;
from the descendants of Elizaphan, Shemaiah the leader and 200 relatives;	sa mga kaliwat ni Elisafan, si Semaias nga pangulo uban ang 200 sa iyang mga kaigsoonan;
from the descendants of Hebron, Eliel the leader and 80 relatives;	sa mga kaliwat ni Hebron, si Eliel nga pangulo, uban ang 80 sa iyang nga kaigsoonan;
from the descendants of Uzziel, Amminadab the leader and 112 relatives.	sa mga kaliwat ni Uziel, si Aminadab nga pangulo, uban ang 112 sa iyang kaigsoonan.
Kenaniah the head Levite was in charge of the singing; that was his responsibility because he was skillful at it.	Si Kenanias, pangulo sa mga Levihanon sa musika mao ang mangulo sa musika kay batid man siya niini.
Give praise to the Lord , proclaim his name; make known among the nations what he has done.	O pagpasalamat kamo sa Ginoo, sangpita ang iyang ngalan, ipahibalo ang iyang mga buhat ngadto sa katawhan!
Sing to him, sing praise to him; tell of all his wonderful acts.	Pag-awit alang kaniya, pag-awit ug mga pagdayeg alang kaniya, isugilon ang tanan niyang mga katingalahang buhat!
Glory in his holy name; let the hearts of those who seek the Lord rejoice.	Paghimaya kamo diha sa iyang balaan nga ngalan; palipaya ang kasingkasing sa mga nangita sa Ginoo!
Look to the Lord and his strength; seek his face always.	Pangitaa ninyo ang Ginoo ug ang iyang kusog, pangitaa kanunay ang iyang nawong!
He is the Lord our God; his judgments are in all the earth.	Siya mao ang Ginoo nga atong Dios; ang iyang mga hukom anaa sa tibuok nga yuta.
He remembers his covenant forever, the promise he made, for a thousand generations,	Hinumodomi ninyo ang iyang kasabotan hangtod sa kahangtoran, ang mga pulong nga iyang gisugo sa usa ka libo ka kaliwatan,
the covenant he made with Abraham, the oath he swore to Isaac.	ang kasabotan nga iyang gihimo uban kang Abraham, ang iyang saad nga gipanumpa kang Isaac,
He confirmed it to Jacob as a decree, to Israel as an everlasting covenant:	nga gipamatud-an niya ingon nga usa ka lagda ngadto kang Jacob, ingon nga walay kataposang kasabotan ngadto sa Israel,
“To you I will give the land of Canaan as the portion you will inherit.”	nga nag-ingon, “Kanimo ihatag nako ang yuta sa Canaan ingon nga imong bahin nga panulundon.”
When they were but few in number, few indeed, and strangers in it,	Sa diha nga diyotay pa ang ilang gidaghanon, ug gamay pa nga panon, ug mga langyaw sila sa maong nasod,
they wandered from nation to nation, from one kingdom to another.	naglatagaw gikan sa usa ka nasod ngadto sa laing nasod, gikan sa usa ka gingharian ngadto sa laing katawhan,
He allowed no one to oppress them; for their sake he rebuked kings:	walay si bisan kinsa nga iyang gitugotan sa pagdaogdaog kanila; iyang gibadlong ang mga hari tungod kanila,
“Do not touch my anointed ones; do my prophets no harm.”	nga nag-ingon, “Ayaw paghilabti ang akong mga dinihogan, ayaw buhati ug daotan ang akong mga propeta!”
Sing to the Lord , all the earth; proclaim his salvation day after day.	Pag-awit sa Ginoo , tibuok nga yuta! Isugilon ang iyang kaluwasan matag adlaw.
Declare his glory among the nations, his marvelous deeds among all peoples.	Ipadayag ang iyang himaya ngadto sa kanasoran, ang iyang katingalahan nga mga buhat ngadto sa tanang katawhan!
For great is the Lord and most worthy of praise; he is to be feared above all gods.	Kay gamhanan ang Ginoo ug takos gayod nga dayegon pag-ayo, ug siya kahadlokan labaw sa tanang mga dios.
For all the gods of the nations are idols, but the Lord made the heavens.	Kay ang tanang dios sa katawhan mga diosdios; apan ang Ginoo nagbuhat sa kalangitan.
Splendor and majesty are before him; strength and joy are in his dwelling place.	Dungog ug kahalangdon anaa sa iyang atubangan; kusog ug kalipay anaa sa iyang dapit.
Ascribe to the Lord , all you families of nations, ascribe to the Lord glory and strength.	Ipahinungod ngadto sa Ginoo, O mga panimalay sa katawhan, ipahinungod ngadto sa Ginoo ang himaya ug kusog!
Tremble before him, all the earth! The world is firmly established; it cannot be moved.	pagkurog kamo sa iyang atubangan, tibuok nga yuta, ang kalibotan nagbarog nga lig-on; dili gayod matarog.
Let the heavens rejoice, let the earth be glad; let them say among the nations, “The Lord reigns!”	Pamayaa ang kalangitan, ug pasadyaa ang yuta, ug pasultiha sila ngadto sa kanasoran, “Ang Ginoo naghari!”
Let the sea resound, and all that is in it; let the fields be jubilant, and everything in them!	Padahunoga ang dagat ug ang tanan nga nakapuno niini, pasadyaa ang kapatagan ug ang tanan nga anaa niini!
Let the trees of the forest sing, let them sing for joy before the Lord , for he comes to judge the earth.	Unya ang kakahoyan mag-awit sa kalipay sa atubangan sa Ginoo kay siya moanhi aron sa paghukom sa kalibotan.
Give thanks to the Lord , for he is good; his love endures forever.	O pagpasalamat kamo sa Ginoo kay siya maayo man; kay ang iyang gugmang walay paglubad nagpadayon hangtod sa kahangtoran!
Nathan replied to David, “Whatever you have in mind, do it, for God is with you.”	Ug si Natan miingon kang David, “Buhata ang tanan nga anaa sa imong kasingkasing kay ang Dios nag-uban kanimo.”
But that night the word of God came to Nathan, saying:	Apan sa maong gabii ang pulong sa Ginoo midangat kang Natan,
He is the one who will build a house for me, and I will establish his throne forever.	Siya magtukod ug usa ka balay alang kanako ug ako maglig-on sa iyang trono hangtod sa kahangtoran.
Nathan reported to David all the words of this entire revelation.	Sumala niining tanang mga pulong, ug sumala niining tanang mga panan-awon, si Natan misulti kang David.
“What more can David say to you for honoring your servant? For you know your servant,	Ug unsa pa may ikasulti ni David kanimo mahitungod sa pagpasidungog sa imong alagad? Kay ikaw nakaila sa imong alagad.
“There is no one like you, Lord , and there is no God but you, as we have heard with our own ears.	O Ginoo, walay usa nga sama kanimo, ug walay laing Dios gawas kanimo, sumala sa tanan namong nadungog sa among mga igdulungog.
You, Lord , are God! You have promised these good things to your servant.	Ug karon, O Ginoo , ikaw mao ang Dios, ug ikaw nagsaad niining maayong butang ngadto sa imong alagad.
David also defeated the Moabites, and they became subject to him and brought him tribute.	Iyang gibuntog ang Moab ug ang mga Moabihanon nahimong mga sulugoon ni David ug nagdala sila ug buhis.
David took the gold shields carried by the officers of Hadadezer and brought them to Jerusalem.	Ug gikuha ni David ang mga taming nga bulawan nga giyayongan sa mga ulipon ni Hadadeser ug gidala ngadto sa Jerusalem.
When Tou king of Hamath heard that David had defeated the entire army of Hadadezer king of Zobah,	Sa diha nga si Tou nga hari sa Hamat nakadungog nga gibuntog ni David ang tibuok kasundalohan ni Hadadeser nga hari sa Zoba,
Joab son of Zeruiah was over the army; Jehoshaphat son of Ahilud was recorder;	Si Joab nga anak ni Zeruia maoy nangulo sa kasundalohan ug si Jehosafat nga anak ni Ahilud mao ang tiglista.
Zadok son of Ahitub and Ahimelek son of Abiathar were priests; Shavsha was secretary;	Si Zadok nga anak ni Ahitub ug si Ahimelek nga anak ni Abiatar mao ang mga pari ug si Savsa mao ang sekretaryo.
In the course of time, Nahash king of the Ammonites died, and his son succeeded him as king.	Human niini, si Nahas nga hari sa mga Amonihanon namatay ug ang iyang anak naghari puli kaniya.
On hearing this, David sent Joab out with the entire army of fighting men.	Sa diha nga si David nakadungog niini, iyang gipaadto si Joab ug ang tanang kasundalohan sa mga bantogang tawo.
When he taunted Israel, Jonathan son of Shimea, David’s brother, killed him.	Ug sa dihang gihagit niya ang Israel, si Jonatan nga anak ni Simeas nga igsoon ni David mipatay kaniya.
These were descendants of Rapha in Gath, and they fell at the hands of David and his men.	Kini mga kaliwat sa mga higanti sa Gat ug sila nangapukan pinaagi sa kamot ni David ug pinaagi sa kamot sa iyang mga sulugoon.
Satan rose up against Israel and incited David to take a census of Israel.	Unya si Satanas mitindog batok sa Israel ug miaghat kang David sa pag-ihap sa Israel.
But Joab did not include Levi and Benjamin in the numbering, because the king’s command was repulsive to him.	Apan wala niya ilakip ang Levi ug ang Benjamin sa pag-ihap kay ang sugo sa hari supak man kang Joab.
This command was also evil in the sight of God; so he punished Israel.	Apan ang Dios wala mahimuot niining butanga busa iyang gikastigo ang Israel.
The Lord said to Gad, David’s seer,	Ug ang Ginoo misulti kang Gad nga propeta ni David, nga nag-ingon,
So the Lord sent a plague on Israel, and seventy thousand men of Israel fell dead.	Busa ang Ginoo nagpadala ug usa ka kamatay ngadto sa Israel ug didtoy nangapukan nga 70,000 ka tawo sa Israel.
So David went up in obedience to the word that Gad had spoken in the name of the Lord .	Busa si David mitungas tungod sa pulong ni Gad nga iyang gisulti sa ngalan sa Ginoo.
So David paid Araunah six hundred shekels of gold for the site.	Busa gibayran ni David si Ornan ug unom ka gatos ka siklo nga kabug-aton sa bulawan alang sa maong dapit.
Then the Lord spoke to the angel, and he put his sword back into its sheath.	Unya ang Ginoo misugo sa anghel ug iyang gibalik sa sakoban ang iyang espada.
But David could not go before it to inquire of God, because he was afraid of the sword of the angel of the Lord .	Apan si David wala makaadto sa atubangan niini aron sa pagpakisayod sa Dios kay siya nahadlok sa espada sa anghel sa Ginoo.
in gold and silver, bronze and iron—craftsmen beyond number. Now begin the work, and the Lord be with you.”	sa bulawan, plata, bronsi ug puthaw. Pangandam ug pagbuhat na! Ang Ginoo mag-uban kanimo!”
Then David ordered all the leaders of Israel to help his son Solomon.	Si David nagsugo usab sa tanang mga pangulo sa Israel aron sa pagtabang kang Solomon nga iyang anak nga nag-ingon,
When David was old and full of years, he made his son Solomon king over Israel.	Sa diha nga si David tigulang na ug hingpit na ang iyang mga adlaw, gihimo niya nga hari sa Israel si Solomon nga iyang anak.
He also gathered together all the leaders of Israel, as well as the priests and Levites.	Unya gitigom ni David ang tanang mga pangulo sa Israel, ang mga pari ug ang mga Levihanon.
The Levites thirty years old or more were counted, and the total number of men was thirty-eight thousand.	Ang mga Levihanon giihap sukad sa 30 ka tuig ang panuigon ug pataas ug ang ilang gidaghanon 38,000 ka tawo.
David separated the Levites into divisions corresponding to the sons of Levi: Gershon, Kohath and Merari.	Unya gibahin sila ni David sumala sa mga anak nga lalaki ni Levi: si Gerson, si Kohat ug si Merari.
Belonging to the Gershonites: Ladan and Shimei.	Ang mga anak nga lalaki ni Gerson: si Ladan ug si Simei.
The sons of Ladan: Jehiel the first, Zetham and Joel—three in all.	Ang mga anak nga lalaki ni Ladan: si Jehiel ang pangulo, si Zetam ug si Joel, tulo.
The sons of Shimei: Shelomoth, Haziel and Haran—three in all. These were the heads of the families of Ladan.	Ang mga anak nga lalaki ni Simei: si Selomot, si Hasiel ug si Haran, tulo. Kini mao ang mga pangulo sa mga panimalay ni Ladan.
The sons of Kohath: Amram, Izhar, Hebron and Uzziel—four in all.	Ang mga anak nga lalaki ni Kohat: si Amram, si Isar, si Hebron ug si Uziel, upat.
The sons of Moses the man of God were counted as part of the tribe of Levi.	Apan ang mga anak ni Moises nga tawo sa Dios ginganlan uban sa banay ni Levi.
The sons of Moses: Gershom and Eliezer.	Ang mga anak nga lalaki ni Moises: si Gersom ug si Elieser.
The descendants of Gershom: Shubael was the first.	Ang mga anak nga lalaki ni Gersom: si Sebuel ang pangulo.
The sons of Izhar: Shelomith was the first.	Ang mga anak nga lalaki ni Isar: si Selomit ang pangulo.
The sons of Uzziel: Micah the first and Ishiah the second.	Ang mga anak nga lalaki ni Uziel: si Mica ang pangulo, ug si Issias ang ikaduha.
The sons of Merari: Mahli and Mushi. The sons of Mahli: Eleazar and Kish.	Ang mga anak nga lalaki ni Merari: si Mahli ug si Musi. Ang mga anak nga lalaki ni Mahli: si Eleasar ug si Kis.
The sons of Mushi: Mahli, Eder and Jerimoth—three in all.	Ang mga anak nga lalaki ni Musi: si Mahli si Eder ug si Jeremot, tulo.
